Nama;Kegiatan;Kecamatan;Alamat;kategori;lat;lng
Warung Juju;Menjual Makanan Snack Dan Minuman;Laweyan;Panularan;Kuliner;-7.574135;110.8076267
Suryanto Akuarium;Membuat Aquarium;Laweyan;Panularan;Kuliner;-7.546535;110.8292068
Gorengan Dodit;Membuat Aneka Makanan Gorengan;Laweyan;Jalan Sinuhun Yosoroto;Lain-lain;-7.5741517;110.8071517
Warung Nasi Suyamti;Menjual Nasi Dan Lauk Pauk;Pasar Kliwon;Kusumodiningratan;Kuliner;-7.5745983;110.8074483
Bengkel Mobil Sahid;Merepasari Dan Melakukan Perawatan Pada Mobil;Pasar Kliwon;Keprabon Wetan;Lain-lain;-7.5638712;110.8039797
Sate Ayam Pak Sadili;Menjual Sate Ayam;Pasar Kliwon;Keprabon Wetan;Kuliner;-7.566126407882219;110.82550697028637
Sayur Mayur;Menjual Sayur Mayur;Pasar Kliwon;Kusumodiningratan;Kuliner;-7.5758085251802;110.83675514906645
Sari Snack;Membuat Snack Box Sesuai Pesanan;Jebres;Ngemplak Rejosari;Kuliner;-7.569882358714703;110.82587275654078
Puding Susu;Membuat Puding Susu;Banjarsari;Sumpingan, Kadipiro, Banjarsari ;Lain-lain;-7.565879466512529;110.82588717341423
Fadil Singgih Farhani;Jualan Susu Segar Miruku;Laweyan;Panularan;Lain-lain;-7.5536833;110.827675
Warung Kelontong Bu Warsini;Toko Kelontong;Pasar Kliwon;Kampung Sewu;Lain-lain;-7.5380214;110.8103845
Sembako Kris Pu'Ol;Menjual Sembako;Jebres;Tegalharjo Rt 04/05;Lain-lain;-7.574612;110.8063337
Pasir Mba Yuniarti;Jual Material Bangunan;Pasar Kliwon;Kedunglumbu Rt 02 Rw 05 Pasar Kliwon ;Kuliner;-7.5720317;110.845975
Hastana Rias;Hastana Rias Pengantin;Jebres;Kepanjen;Kuliner;-7.5614443;110.8330943
Terasi Udang Bu Sri;Membuat Dan Menjual Terasi;Banjarsari;Sumpingan Kadipiro Surakarta;Lain-lain;-7.5758731;110.8318382
Bakso Babi Mak Tum;Membuat Bakso Babi Dari Bahan Mentah Menjadi Siap Jual Kemudian Dijual Sendiri Dan Dititipkan;Pasar Kliwon;Kedunglumbu Rt 01 Rw 05 Pasar Kliwon ;Kuliner;-7.569201;110.8349576
Warung Mbak Iis;Toko;Pasar Kliwon;Yosodipuran Rt 04 Rw 03 Kedunglumbu Pasar Kliwon;Lain-lain;-7.538427;110.81149397222222
Ristiana Snack;Membuat Dan Menjual Snack Box Dan Nasi Box;Jebres;Kalirahman;Kuliner;-7.5758719;110.8318695
Warung Mamah Tri;Menjual Sembako Snack Dan Es;Banjarsari;Sumber Bakalan Rt 04 Rw 12 Joglo Banjarsari Solo Jateng;Digital;-7.575488888888889;110.83338055555555
Tahu Bacem Bu Nuk Herlan;Membuat Tahu Bacem;Banjarsari;Bakalan Rt 02 Rw 12 Joglo Banjarsari ;Lain-lain;-7.5725596;110.8379395
Jm Cell;Menjual Pulsa,Kouta, Asesoris Hp Dll;Banjarsari;Bakalan Rt 02 Rw 12 Joglo Banjarsari ;Kuliner;-7.5467844;110.8290367
Ternak Burung Love Bird;Ternak & Jual Burung Love Bird ;Banjarsari;Bakalan Rt 02 Rw 12 Joglo Banjarsari ;Lain-lain;-7.5467999;110.829074
Warung Makan Tahu Kupat;Menjual Tahu Kupat ;Banjarsari;Bakalan Rt 02 Rw 12 Joglo Banjarsari ;Lain-lain;-7.5467983;110.8290763
Toko Sari;Menjual Sembako;Serengan ;Kartotiyasan Rt 004 Rw 004;Kuliner;-7.546777;110.8290298
Yemy Laundry;Laundry Pakaian ;Banjarsari;Bakalan Rt 02 Rw 12 Joglo Banjarsari ;Kuliner;-7.5468452;110.8295469
Jualan Gorengan;Membuat Gorengan Seperti Tahu Susur, Tahu Bacem, Nasi Kucing, Tempe Goreng, Tahu Goreng Yang Nantinya Akan Di Titipkan Di Wedangan;Serengan ;Joyotakan;Lain-lain;-7.5794685;110.8153377
Wedangan Mbak Indri;Memjual Angkringan Kuliner;Pasar Kliwon;Jalan Kalilarangan No 2 Rt 02 Rw 09 Gajahan Pasarkliwon Surakarta;Kuliner;-7.546798;110.8290724
Jual Gas;Jual Gas;Banjarsari;Sumber Nayu Rt 02 Rw 06 Joglo Banjarsari ;Kuliner;-7.5908262;110.8177405
Wedangan Naima;Menjual Makanan Dan Minuman;Banjarsari;Sumber Nayu Rt 01 Rw 06 Joglo Banjarsari;Lain-lain;-7.576253799722222;110.8241014
Kerupuk Lisna;Pembuatan Kerupuk ;Serengan ;Jl. Sri Kuncoro I Rt 01 Rw 09;Kriya;-7.5467549;110.829175
Ayu Laundry;Laundry Pakaian;Serengan ;Danukusuman Rt 01 Rw 09;Kuliner;-7.5468062;110.8290784
Mebel Pak Bendul;Menjual Mebel Kayu Dan Menerima Pesanan Meja Kursi;Serengan ;Kajen;Kuliner;-7.5852596;110.8207062
Martabak, Sosis Dan Setup Markuni;Martabak, Sosis Dan Setup Markuni  ;Serengan ;Jl. Sri Kuncoro Rt 02 Rw 09;Fashion;-7.5854709;110.8207191
"Aneka Es "" Daffa""";Menjual Es Teh, Es Sirup, Dan Minuman Sasetan;Banjarsari;Sumber Nayu Rt 01 Rw 06 Joglo Banjarsari ;Kuliner;-7.5857505;110.8207923
Jual Perlengkapan Jahit;Menjual Benang, Kancing Hem, Kancing Hias, Elastik, Jarum;Banjarsari;Sumber Nayu Rt 01 Rw 06 Joglo Banjarsari ;Kuliner;-7.5858171;110.8207273
Warung Makan Jenang Lemu;Menjual Jenang Lemu,Nasi;Banjarsari;Sumber Nayu Rt 01 Rw 06 Joglo Banjarsari ;Lain-lain;-7.5476236;110.8291275
Warung Makan Mbok Bibit;Penjualan Nasi Dan Sayur ;Jebres;Tawang Sari Rt 01 Rw 34;Lain-lain;-7.546729;110.8289473
Depot Air Galon Isi Ulang;Isi Ulang Air Galon ;Jebres;Tawang Sari Rt 01 Rw 34;Fashion;-7.5466604;110.829013
Griya Rias Tresmee;Merias Make Up ( Wisuda , Akad , Dan Pernikahan);Banjarsari;Dukuhan Nayu Rt 01 Rw 08 Joglo Banjarsari Solo Jateng;Kriya;-7.5416467;110.8460929
Setyaningsih;Menjual Pakaian ;Pasar Kliwon;Sangkrah Rt 06 Rw 10;Kuliner;-7.542849;110.8458906
Sangkar Burung Sutiyo;Membuat & Menjual Sangkar Burung & Ayam;Pasar Kliwon;Sangkrah;Lain-lain;-7.5467389;110.829023
Aneka Lauk;Menjual Aneka Lauk Pauk ;Pasar Kliwon;Mojo;Kuliner;-7.5790563;110.8393189
Lita Telur;Menjual Telur Dan Kebutuhan Sembako Di Warung;Pasar Kliwon;Mojo;Kuliner;-7.5751319;110.8370595
Sate Ayam Rasa Kambing Boboho;Jualan Sate Ayam Rasa Kambing;Pasar Kliwon;Mojo;Fashion;-7.5867566;110.8319448
Usaha Pembuatan Ragi;Membuat Srondeng;Banjarsari;Dukuhan Nayu Rt 01 Rw 08 Joglo Banjarsari Solo Jateng;Kuliner;-7.5868571;110.8311259
Bara Tailor;Menjahit Celana Panjang ;Jebres;Jl Re Martadinata No 26;Kuliner;-7.5857747;110.8321871
Karak Gendar Bibit Legi;Membuat Jarak Gendar & Menjual Nya;Banjarsari;Ngadisono Rt 02 Rw 01 Joglo Banjarsari Solo Jateng;Lain-lain;-7.5469134;110.8292298
Warung Bakso Pak Wahyu Juventus;Penjual Bakso;Pasar Kliwon;Jln Sasonomulyo Rt 02 Rw 02 Baluwarti Pasar Kliwon Surakarta ;Desain;-7.5697344;110.8318989
Kost Putra Posyandu;Menyediakan Rumah Tinggal/Kost;Pasar Kliwon;Jalan Wentar Rt 03 Rw 06;Kuliner;-7.5467886;110.8290493
Tito Dekorasi;Dekorasi ;Serengan ;Danukusuman Rt 01 Rw 08;Fashion;-7.5764125;110.825554
Nasi Bakar Abika;Menjual Nasi Bakar, Nasi Nugget Dan Aneka Makanan Untuk Disetorkan Ke Warung Tenongan Dan Pasar;Serengan ;Jl. Sukoreno;Digital;-7.5652606;110.8279706
Penjahit Pakaian;Menerima Jahitan Seragam Sekolah, Jas, Permak Celana Dan Jas;Serengan ;Japanan Serengan;Kuliner;-7.5866887;110.8209332
Rezeki Lancar Cell;Menjual Paket Data Dan Pulsa;Serengan ;Dawung Tengah;Kuliner;-7.5729234;110.8203135
Wedangan Sabar Menanti;Menjual Gorengan Dan Es;Banjarsari;Praon;Fashion;-7.5830978;110.8191008
Selat De Koes;Menjual Selat;Banjarsari;Praon;Kuliner;-7.5884679;110.8176266
Spesialis Kamisol;Spesialis Kamisol Menjual Berbagai Macam Jenis Kamisol, Bisa Menyesuaikan Pesanan Dan Ukuran Konsumen. ;Banjarsari;Mangkunegaran;Kuliner;-7.547012;110.8147209
Crispy Mania;Menjual Berbagai Macam Makanan Ringan Dan Minuman Sachet;Laweyan;Karangasem ;Kuliner;-7.5467323;110.8143983
Karak Bu Jumidah;Membuat Karak Dirumah;Banjarsari;Pasar Legi Blok Ka.05;Kuliner;-7.5685588;110.8225716
Warung Makan Pak Wagiyo;Menjual Aneka Sayur Matang, Nasi Sayur, Nasi Lontong, Pecel, Aneka Minuman;Banjarsari;Pasar Legi Blok Ka.07;Kuliner;-7.5403133;110.82795
Masakan Padang Murah Meriah Chaniago;Menjual Nasi Padang ;Banjarsari;Pasar Legi Blok Ka.8 Blok Ka.9;Kuliner;-7.5625905;110.8251536
Bakso Mie Ayam Putro Sarno;Menjual Mie Ayam Dan Bakso;Banjarsari;Jl. Kahuripan Barat ;Kuliner;-7.5626526;110.8251316
Warung Makan Bu Lastri;Menjual Nasi Sayur;Banjarsari;Jl. Kutai Raya No. 50;Kuliner;-7.5626524;110.8251228
Warung Makan Gaul Iin;Menjual Nasi Bandeng, Sundukan Bakso Bakar, Sundukan Telur Puyuh, Sundukan Usus, Sundukan Ati, Es Teh, Wedang Jahe;Banjarsari;Jl Kahuripan Timur 7 No 2;Kuliner;-7.5475852;110.8051756
Kedai Aneka Minuman.;Menjual Aneka Minuman Di Kios;Banjarsari;Tempurejo;Kuliner;-7.54417;110.80168
Kedai Bunda;Menjual Soto Betawi, Soto Mie Bogor, Mie Kocok Bandung, Es Teler Dari Rumah;Banjarsari;Sumber;Kuliner;-7.5490522;110.8127067
Warung Makan Arto Moro;Menjual Nasi Soto, Nasi Sayur, Gorengan, Minuman Di Rumah;Banjarsari;Sumber;Kuliner;-7.5491278;110.8119173
Warung Makan;Menjual Aneka Makanan Dan Sayur;Banjarsari;Gedong;Kuliner;-7.5443849;110.8018213
Kedai Makan Dan Minum;Menjual Aneka Makanan Dan Minuman Ringan;Pasar Kliwon;Sawahan Sangkrah;Kuliner;-7.5443851;110.8018197
Warung Bestie;Menjual Tempura,Sosis,Naget;Jebres;Debegan Rt 3 Rw 1;Lain-lain;-7.544214;110.8226314
Warung Mie Ayam Mbak Meyla;Belanja Bahan Mie Sayur Penyedap Pelengkap Mie Ayamdll;Banjarsari;Ngadisono Rt 02 Rw 02 Joglo Banjarsari Solo Jateng;Kuliner;-7.5778684;110.8407025
Toko Ratna;Menjual Toko Klontong;Banjarsari;Ngadisono Rt 02 Rw 02 Joglo Banjarsari Solo Jateng;Lain-lain;-7.5553692;110.8379899
Lele Pak Christ;Menjual Makanan Ringan;Banjarsari;Ngadisono Rt 02 Rw 02 Joglo Banjarsari Solo Jateng;Fashion;-7.5467576;110.8291261
Arjuna Mainan;Merakit & Menjual Aneka Mainan;Jebres;Kepatihan Kulon;Lain-lain;-7.5465385;110.8291443
Salsabella Daster Kekinian Viral;Membuat &  Menjual Pakaian;Banjarsari;Bibis Kulon;Kuliner;-7.5467904;110.8290715
Toko Sembako Koko;Menjual Sembako, Snack, Dan Mainan Anak;Pasar Kliwon;Mojo;Lain-lain;-7.5660139;110.8297102
Warung Parti;Warung Makan;Laweyan;Karangturi Rt 04 Rw 07 Pajang Laweyan Surakarta;Kuliner;-7.5571553;110.8338714
Laundry Bu Marmi;Mencuci Dan Menyetrika Pakaian;Jebres;Kedung Tungkul Rt 01 Rw 7 ;Kuliner;-7.5901057;110.8398318
Warung Soto Bu Tri;Menjual Sayur Soto Dan Sayur Lainnya;Jebres;Kedung Tungkul Rt 05 Rw 7;Kuliner;-7.5663203;110.7862081
Tenongan Bu Prapti;Menjual Jajanan Pasar ;Jebres;Tawang Sari ;Lain-lain;-7.5534046;110.8423851
Heri Jatmiko;Menjual Bakso Goreng , Sosis , Otak-Otak , Dan Telur Puyuh ;Jebres;Tawang Sari Rt 1 Rw 34;Desain;-7.5529317;110.8438533
Warung Nuel;Menjual Sembako (Mie Instan , Gula , Teh , Sabun Cuci , Shampoo , Sabun Mandi , Dll);Jebres;Jl Tambora Tengah Vi/06;Lain-lain;-7.5432838;110.846731
Sela Interior;Membuat Interior ;Pasar Kliwon;Sawahan Sangkrah;Kuliner;-7.5424042;110.8459384
Wahyu Sutejo;Menjual Mainan;Jebres;Kadirejo Rt 03 Rw 01 Gandekan ;Lain-lain;-7.5347133;110.8400788
Mie Ayam Mas Wanto;Beli Bhn Mie Ayam Dan Pelenfkapnya. Jual;Pasar Kliwon;Sawahan Sangkrah;Fashion;-7.5785967;110.84134
Bengkel Seni;Membuat Vandel, Souvenir Dari Kayu;Pasar Kliwon;Sawahan Sangkrah;Lain-lain;-7.5723853;110.8399651
Konveksi Pakaian Renang;Beli Bahan Pakaian Renang Ukur Potong Jahit Kirim(Jual);Pasar Kliwon;Sawahan Sangkrah;Fashion;-7.5800378;110.8415201
Warung Klontong;Beli / Kulak Barang Kelontong Kebtuhan Rumah Tangga Di Tata Trs Jual;Jebres;Kadirejo ;Lain-lain;-7.579393;110.8414262
Pengrajinan Sepatu;Bli Bahan Kulit Lem  Spon Karet Mentah Ukur Potong Jahit Jual ( Pelanggan);Pasar Kliwon;Sawahan Sangkrah;Fashion;-7.5796328;110.8416655
Toko Ngadino;Menjual Kebutuhan Sehari Hari Gula, Teh ,Kopi Beras ,Makanan Ringan;Jebres;Kadirejo;Lain-lain;-7.5723391;110.8399696
Konveksi Batik;Beli Bahan Kain Batik Ukur Potong Jahit Kemas Jual Konsumen;Jebres;Jagalan;Fashion;-7.5800418;110.841517
Toko Yohana;Menjual Kebutuhan Sehari-Hari, Gula, Teh, Mie Instan, Kopi, Sabun, Minyak;Banjarsari;Kragilan;Lain-lain;-7.5721266;110.8399448
Penjahit Baju Mbak Supriatun;Penjahit Baju ;Pasar Kliwon;Jln Sasonomulyo Rt 002 Rw 001 Baluwarti Pasar Kliwon Surakarta ;Lain-lain;-7.569577;110.8447198
Warung Kelontong Bu Suli;Menjual Sembako Dan Bahan Bahan Kebutuhan Rumah Tangga, Gas Dan Bensin Eceran;Jebres;Jagalan ;Fashion;-7.5351381;110.8308835
Menjual Ayam Potong Bu Endro;Menjual Ayam Potong ;Jebres;Kadirejo;Kuliner;-7.5768161;110.8260926
Bafethrift. Scnd Online Shop;Penjual Baju Online Shop;Jebres;Kadirejo ;Lain-lain;-7.5688193;110.8461622
Nogo Sari Bu Tri;Membuat Dan Menjual Makanan Nogosari (Terbuat Dari Tepung Dan Pisan);Laweyan;Jajar;Kuliner;-7.5715128;110.8396158
Warung Klontong Pak Sunardi;Menjual Kebutuhan Sehari Hari Beras, Arang, Sabun, Gula, Teh, Kopi;Banjarsari;Gremet Jl. Srikatan 2 ;Kuliner;-7.571808;110.8397164
Makanan Ringan;Membuat Makanan Ringan;Jebres;Kadirejo ;Lain-lain;-7.5544568;110.7859393
Warmindo Aw;Menjual Aneka Makanan Dan Minuman;Pasar Kliwon;Semanggi;Kuliner;-7.5566314;110.8026367
Klontong Bu Ninuk;Menjual Kebutuhan Sehari Hari Beras, Teh, Sabun, Gula, Kopi, Mie;Banjarsari;Sumber;Kuliner;-7.5712426;110.8394577
Gorengn Mbak Tri;Menjual Aneka Gorengan ;Pasar Kliwon;Sawahan Sangkrah;Fashion;-7.5865905;110.8355982
Sundukan Bu Parsini;Menjual Sundukan Sosis Goreng, Sundukan Koyor, Sundukan Usus, Martabak;Banjarsari;Gremet Jl. Srikatan 2 ;Kuliner;-7.5513261;110.8075873
Konveksi;Bel Bhn Baku Kain Batik. Ukur Potong Jahit Obras Kancing Kemas Jual;Pasar Kliwon;Sawahan Sangkrah;Lain-lain;-7.5791433;110.8414367
Sate Kambing;Menjual Sate Kambing;Pasar Kliwon;Sangkrah Rt 03 Rw 10 Pasar Kliwon, Solo;Lain-lain;-7.5564423;110.852804
Warung Sembako;Beli Barang Sembako Kebutuhan  Rumah Tangga Jual;Pasar Kliwon;Jalan Hadiwijayan No 3 Gajahan Pasarkliwon Surakarta;Fashion;-7.578355;110.841745
Toko Kelontong;Beli Bhn Kelontong. Kebutuhan Rumah Tangga;Pasar Kliwon;Jalan Hadiwijayan Rt 01 Rw 06 Gajahan Pasarkliwon Surakarta;Kuliner;-7.5796346;110.8416565
Bintang Topi Solo;Bordir Topi;Pasar Kliwon;Sawahan;Lain-lain;-7.5799931;110.8224933
Warung Makan Bu Sumini;Menjual Nasi Pecel Dan Rujak Lotis;Pasar Kliwon;Sawahan;Fashion;-7.579639199722222;110.8226087
Warung Kelontong;Belanja Macam Barang Kelontong  Dasarkan Jual;Jebres;Jl.Damar,Kepatihan Wetan;Lain-lain;-7.5787225;110.8407469
Konfeksi;Beli Bhn Kain Textil. Ukur Pola Jahit Jual;Jebres;Balong;Kuliner;-7.5787224;110.8407431
Warung Kelontong Mak Tutik;Jualan Warung Kelontong;Banjarsari;Sumber Nayu Rt 01 Rw 06 Joglo Banjarsari ;Kuliner;-7.5649162;110.8337534
Warung Cilok Dan Es Mbak Ria;Menjual Es Dan Bakso Cilok;Banjarsari;Sumber Nayu Rt 01 Rw 06 Joglo Banjarsari ;Kuliner;-7.568458;110.8341121
Wedangan Pak Joko;Wedangan;Banjarsari;Sumber Nayu Rt 01 Rw 06 Joglo Banjarsari ;Lain-lain;-7.5467757;110.8290248
Karak Dan Kerupuk Ketumbar Pratiwi;Membuat Karak;Banjarsari;Sumber Nayu Rt 02 Rw 06 Joglo Banjarsari ;Lain-lain;-7.5467979;110.8290504
Warung Kelontong Juwita;Menjual Berbagai Macam Sembako,Gula,Teh,Roti,Ciki;Banjarsari;Nayu Rt 01 Rw 06 Joglo Banjarsari ;Lain-lain;-7.5466239;110.8291436
Warung Mulyati;Menjual Berbagai Jenis Sembako Beras, Minyak,Aneka Snack;Banjarsari;Dukuhan Nayu Rt 01 Rw 08 Joglo Banjarsari Solo Jateng;Lain-lain;-7.546638;110.829089
Pembersih Kaca Dan Keramik;Menjual Cairan Pembersih Kaca Dan Keramik ;Banjarsari;Ngadisono Rt 03 Rw 01 Joglo Banjarsari Solo Jateng;Fashion;-7.5467216;110.8290412
Cuci Mobil Motor Mas Agus;Mencuci Mobil Bekas;Serengan ;Serengan;Kuliner;-7.5467878;110.8293399
Candrawati;Membuat Menjual Sandal Sepatu;Serengan ;Dawung Tengah;Kuliner;-7.5466613;110.8289795
Bakmi Jawa Bu Rahayu;Menjual Bakmi;Serengan ;Makam Bergolo;Fashion;-7.5839439;110.8185513
Ayam Kremes J7;Menjual Ayam Goreng;Serengan ;Jalan Kumbang Moro;Lain-lain;-7.5860289;110.8179933
Obras Baju;Obras Baju;Serengan ;Jalan Kumbang Moro;Fashion;-7.5820531;110.8131182
Pangkalan Gas Bu Sri Rahayu;Menjual Gas;Laweyan;Jl Tanjung;Lain-lain;-7.583333333333333;110.82194444444444
Penjahit Darsono W.S;Menerima Jasa Taylor;Serengan ;Kratonan;Kuliner;-7.583333333333333;110.82194444444444
Toko Tanjung;Menjual Kebutuhan Sehari Hari;Serengan ;Kratonan;Kuliner;-7.5514574;110.7794494
Warung Mie Ayam Ojo Lali;Menjual Mie Ayam;Serengan ;Kratonan ;Fashion;-7.5810382;110.8190619
Kedai Makanan Mbak Maul;Menjual Bubur, Nasi Sayur, Gorengan;Serengan ;Jl. Bremoro Ii No. 16 Rt 05 Rw 01;Kuliner;-7.5806457;110.8194645
Penjahit Pakaian Jawa Mbak Imung;Menjahit Assesoris Pakaian Jawa;Serengan ;Danukusuman Rt 02 Rw 01;Fashion;-7.5812881;110.819024
Mbak Anna Aneka Snack Dan Nasi Box;Menerima Aneka Snack,Nasi Box Dan Tumpeng;Serengan ;Danukusuman Rt 04 Rw 01;Lain-lain;-7.5834955;110.8208171
Jasa Jahit Daster;Hanya Menjahit Baju Daster Yang Sudah Dipotong;Jebres;Kadirejo ;Lain-lain;-7.5834469;110.820798
Bengkel Mobil Moh Dasir;Menerima Perawatan Dan Perbaikan Kerusakan Mobil;Pasar Kliwon;Semanggi;Kuliner;-7.5834917;110.8213546
Yuli Gas;Pengecer Gas 3Kg;Banjarsari;Kragilan ;Lain-lain;-7.5713885;110.8394933
Es Jus Mbak Lina;Menjul Es Jus;Jebres;Tegalharjo Rt.01 Rw.06,Jebres, Surakarta ;Kuliner;-7.5865439;110.8356272
Warung Kelontong Bu Marni;Warung Kelontong Menjual Kebutuhan Rumah Tangga;Serengan ;Kalilarangan;Kuliner;-7.5351711;110.8311421
Telur Asin Karunia;Menyediakan Telur Asin (Mentah Dan Asin);Serengan ;Jayengan;Kuliner;-7.5576454;110.8337604
Warung Makan Mbak Eny;Warung Makan ;Pasar Kliwon;Sangkrah Rt 03/05;Kuliner;-7.5737553;110.8184546
Es Dawet Pak Cip Pasar Kadipolo;Warung Makan;Serengan ;Danukusuman Rt 01 Rw 02;Kuliner;-7.5746829;110.8183495
Bu Pon..Aneka Masakan Jawa;Mengolah Aneka Sayur Menjadi Masakan Dan Lauk Pauk ;Serengan ;Danukusuman Rt 04 Rw 01;Fashion;-7.5765797;110.8372253
Madu Herbal;Produksi Madu Herbal ;Serengan ;Pasar Harjodaksino Danukusumam Rt 05 Rw 01;Kuliner;-7.5843357;110.8215271
Violet Drase Maker;Menerima Pesanan Dan Produksi Baju Muslim Dan Pengantin;Serengan ;Jl. Sri Kuncoro Rt 02 Rw 09;Kuliner;-7.5837716;110.8212336
Karak, Krupuk Dan Rambak;Menjual Dan Menerima Pesanan Karak Krupuk Dan Rambak;Pasar Kliwon;Sawahan Sangkrah;Fashion;-7.5841652;110.8204321
Nasi Bandeng, Nasi Oseng, Tempe Bacem, Tahu Bacem Dan Gorengan;Nasi Bandeng, Nasi Oseng, Tempe Bacem, Tahu Bacem Dan Gorengan;Pasar Kliwon;Sangkrah 1/4;Lain-lain;-7.5857291;110.8208162
Konveksi;Beli Bahan Textil Batik. Ukur Potong Jahit Kemas Jual;Laweyan;Jajar;Kuliner;-7.5796356;110.8416571
Pisang Barokah Bu Siti;Menjual Aneka Jenis Pisang Buah;Pasar Kliwon;Semanggi;Kuliner;-7.5737928;110.8343725
Dapoer Djawick;Menjual Ayam Goreng;Pasar Kliwon;Semanggi;Kuliner;-7.5518527;110.7841282
Wedangan Pak Wehe;Jual Nasi Bungkus, Gorengan, Aneka Minuman;Banjarsari;Ngadisono Rt 02 Rw 02 Joglo Banjarsari Solo Jawa Tengah;Kuliner;-7.5804808;110.8340138
Bakso Pak Surono;Menjual Bakso;Pasar Kliwon;Semanggi ;Kuliner;-7.5844993;110.8365935
Novria Vris Kithen;Membuat & Menjual Makanan Frozen;Banjarsari;Ngadisono Rt 02 Rw 02 Joglo Banjarsari Solo Jateng;Fashion;-7.5465816;110.829134
Wedangan;Warung Makanan Kecil Dan Minuman;Pasar Kliwon;Semanggi;Kuliner;-7.5859176;110.8349078
Eko Sol Sepatu;Menjual Jasa Perbaikan Sandal & Sepatu;Pasar Kliwon;Semanggi;Lain-lain;-7.5466599;110.8291211
Warung Makan Bu Endro;Menjual Nasi,  Minuman Dan Maknan Kecil;Pasar Kliwon;Semanggi;Kuliner;-7.5822296;110.8403145
Toko Pak Kasir;Menjual Sembako Gula Teh Sabun Detergen Sampo Aneka Copi Dll;Pasar Kliwon;Semanggi;Kriya;-7.5815169;110.8400898
Depot Minuman Mbak Dyah;Menjual Aneka Minuman;Pasar Kliwon;Semanggi;Kuliner;-7.5852383;110.8373667
Dandang Scorpio;Membuat Dandang;Pasar Kliwon;Semanggi;Kuliner;-7.5807648;110.83489
Makanan Tradisional;Menjual Arem Arem;Pasar Kliwon;Semanggi;Kuliner;-7.5856743;110.8356084
Wedangan Nggirli;Jual Nasi Bungkus, Gorengan, Makanan Ringan, Minuman;Pasar Kliwon;Semanggi;Kuliner;-7.5804746;110.8340181
Brownies Oma Vania;Membuat Roti Bolu Dan Cake;Pasar Kliwon;Semanggi;Kuliner;-7.581073;110.8337488
Jual Sayur Bakmi Thoprak;Menjual Bakmi Thoprak ,Gado Gado Dll;Pasar Kliwon;Wirengan Rt 001 Rw 004 Baluwarti Pasar Kliwon Solo ;Kuliner;-7.5864412;110.8351607
Warung Makan Babe;Jual Nasi Sayur Dan Jus;Pasar Kliwon;Sontosuman Rt 03 Rw 03 Baluwarti Pasar Kliwon Surakarta ;Digital;-7.5810945;110.8337122
Kedai Sosis Arjuna;Menjual Snak Anak Anak Dan Minuman;Pasar Kliwon;Wirengan Rt 002 Rw 005 Baluwarti Pasar Kliwon Surakarta ;Lain-lain;-7.5796577;110.8238695
Foto Copy Jabal Com;Fotocopy ;Pasar Kliwon;Semanggi;Fashion;-7.5791625;110.8242891
Warung Pak Kadi;Warung Kelontong Kebutuhan Sehari Hari ;Pasar Kliwon;Semanggi;Lain-lain;-7.5799602;110.8251956
Tt Colection;Menjual Pakaian;Pasar Kliwon;Gambuhan Rt 002 Rw 003 Baluwarti Pasar Kliwon Surakarta ;Kuliner;-7.5862502;110.8402044
Basuki Servise;Memperpaiki Elektronika;Pasar Kliwon;Wirengan 001 Rw 004 Baluwarti Pasar Kliwon Surakarta ;Lain-lain;-7.5855116;110.8364466
Dapur Cantik;Menjual Makanan Dan Minuman ;Pasar Kliwon;Wirengan Rt 001 Rw 006 Baluwarti Pasar Kliwon Surakarta ;Kuliner;-7.5786778;110.823946
Warung Bu Yadi;Toko Kelontong ;Pasar Kliwon;Wirengan Rt 001 Rw 004 Baluwarti Pasar Kliwon Surakarta ;Kuliner;-7.579597;110.8234574
Dn Snack;Menjual Kue Basah;Pasar Kliwon;Jln Sasonomulyo Rt 002 Rw 002 Baluwarti Pasar Kliwon Solo ;Kuliner;-7.579979;110.8252107
Kue Moho Lawang Gapit Kulon;Menjual Makanan Tradisioanal;Jebres;Kepatihan Kulon;Kuliner;-7.5790631;110.8234891
Es Bingsoo Korea Arumannis;Menjual Es Krim Kedai Minumam;Laweyan;Batikan Bumi Laweyan Surakarta ;Lain-lain;-7.5766759;110.8249572
Warung Es Yushak;Menjual Es Teh ,Es Syrup  Dan Es  Jeruk;Laweyan;Jl.Kh Samanhudi 65 Bumi Laweyan Surakarta ;Fashion;-7.5661143;110.829931
Toko Kelontong;Toko Kelontong ;Jebres;Kepatihan Kulon;Kuliner;-7.5683809;110.7976931
Jual Pakain Batik;Buat Pakaian Batik ;Laweyan;Jl Anggur V;Kuliner;-7.5669344;110.7988758
Nasi Bungkus Bu Dwi;Menerima Pesanan Nasi Bungkus (Untuk Jumat'An Dan Jumat Berkah) ;Jebres;Kepatihan Kulon;Kuliner;-7.5622921;110.8306241
Wedangan Pak Kumis;Menjual Makanan Dan Minuman;Laweyan;Jl Anggur 2;Fashion;-7.5574247;110.7864033
Serabi Anjas;Membuat Dan Menjual Kue Serabi;Laweyan;Jl Anggur 6 No.41;Lain-lain;-7.5660093;110.8298798
Amalia Textile;Menjual Kain Dan Mukena;Banjarsari;Keprabon Wetan;Kuliner;-7.5565651;110.7872882
Warung Siti;Menjual Kebutuhan Sehari Hari;Laweyan;Jl Anggur Iii;Kuliner;-7.5573789;110.7882742
