Nama;Kegiatan;Kecamatan;Wilayah;Kategori;lat;lng
Wedangan Pak Suko;;Surakarta;Surakarta;Surakarta;-7.5524845;110.8355126
Vina Laundry;;Surakarta;Surakarta;Surakarta;-7.5499577;110.8337536
Toko Bambang;;Surakarta;Surakarta;Surakarta;-7.5623399;110.8387385
Jasa Jahit Pak Warsito;;Surakarta;Surakarta;Surakarta;-7.5524424;110.8345365
Angkringan Es Om Otong;;Surakarta;Surakarta;Surakarta;-7.5498048;110.8338714
Wedangan Bu Diyah;;Surakarta;Surakarta;Surakarta;-7.5524026;110.8351109
Warung Makan Bu Suliyem;;Surakarta;Surakarta;Surakarta;-7.5530073;110.8339197
Bintang Ac;;Surakarta;Surakarta;Surakarta;-7.5453755;110.8127646
Toko Endang;;Surakarta;Surakarta;Surakarta;-7.551725;110.8341274
Toko Vienka;;Surakarta;Surakarta;Surakarta;-7.5519631;110.8343322
Sakajo;;Surakarta;Surakarta;Surakarta;-7.570334323688941;110.81162419180461
Selat Dan Sop Pak Untung;;Surakarta;Surakarta;Surakarta;-7.5705837;110.8134258
Warung Rhea;;Surakarta;Surakarta;Surakarta;-7.5704556;110.8128275
Toko Berkah;;Surakarta;Surakarta;Surakarta;-7.570361;110.8119222
Warung Bu Darni;;Surakarta;Surakarta;Surakarta;-7.566027576110852;110.81447881656774
Masakan Padang Ampera;;Surakarta;Surakarta;Surakarta;-7.5660684;110.814401
Toko Kelontong Wildan;;Surakarta;Surakarta;Surakarta;-7.5602683;110.8094787
Anindhita Food & Drink;;Surakarta;Surakarta;Surakarta;-7.561871;110.8013117
Warung Soto Daging Sapi Sor Pelem;;Surakarta;Surakarta;Surakarta;-7.578352777777778;110.83616944444445
Toko Anyar;;Surakarta;Surakarta;Surakarta;-7.5604104;110.808193
Suradi;;Surakarta;Surakarta;Surakarta;-7.539875;110.811375
Penjahit Bu Sri Kiswanti;;Surakarta;Surakarta;Surakarta;-7.5479640833333335;110.86666105555555
Warung Bu Nah;;Surakarta;Surakarta;Surakarta;-7.5756022;110.8321784
"Warung ""Dhe Repto""";;Surakarta;Surakarta;Surakarta;-7.5577118;110.8012288
Alfan Nugroho;;Surakarta;Surakarta;Surakarta;-7.5604728;110.8334308
Surya Helm;;Surakarta;Surakarta;Surakarta;-7.5756316;110.8322337
Warung Zia Snack;;Surakarta;Surakarta;Surakarta;-7.576986111111111;110.83598055555555
Toko Klontong Tri Winarni;;Surakarta;Surakarta;Surakarta;-7.5605174;110.8351359
Warung Makan Aldi;;Surakarta;Surakarta;Surakarta;-7.5613531;110.835527
Rumah Makan;;Surakarta;Surakarta;Surakarta;-7.571326599722222;110.84199999972222
Kostum Wayang Eko;;Surakarta;Surakarta;Surakarta;-7.5748063;110.8064417
Cilok Sendang Roso;;Surakarta;Surakarta;Surakarta;-7.561674;110.8409576
Maharani Guritno Putri;;Surakarta;Surakarta;Surakarta;-7.5764254;110.8255597
Toko Kecil;;Surakarta;Surakarta;Surakarta;-7.560435;110.8346318
Danan Jaya Laundry;;Surakarta;Surakarta;Surakarta;-7.5444837;110.8280585
Intan Ratnasari;;Surakarta;Surakarta;Surakarta;-7.5612026;110.8348742
Lotek Bu Kamdani;;Surakarta;Surakarta;Surakarta;-7.5616265;110.8406323
Mainan Dan Snack;;Surakarta;Surakarta;Surakarta;-7.571455;110.84097288888888
Ayam Potong Berkah Jaya;;Surakarta;Surakarta;Surakarta;-7.586071944444445;110.82191466666667
Warung Mbak Ninil;;Surakarta;Surakarta;Surakarta;-7.5857610555555555;110.8383636388889
Warung Mbok E;;Surakarta;Surakarta;Surakarta;-7.560484;110.8346198
Snack Dan Nasi Box D Mrica;;Surakarta;Surakarta;Surakarta;-7.5611583;110.835409
Pengrajin Sangkar Burung;;Surakarta;Surakarta;Surakarta;-7.5601619;110.8348794
Warung Mie Ayam Dan Bakso Pak Sabar 354;;Surakarta;Surakarta;Surakarta;-7.578391666666667;110.83625
Warung Soto Mbak Blong;;Surakarta;Surakarta;Surakarta;-7.5764225;110.8255584
Gudeg Stabelan Mbok Nyamik;;Surakarta;Surakarta;Surakarta;-7.5625817;110.8288827
Alle.Str;;Surakarta;Surakarta;Surakarta;-7.56062075;110.84132383333333
Warung Mb Hartini;;Surakarta;Surakarta;Surakarta;-7.5769018;110.8253714
Ayam Geprek Pawon Mak'E;;Surakarta;Surakarta;Surakarta;-7.57643;110.8255524
Kripik Tempe Sumber Agung;;Surakarta;Surakarta;Surakarta;-7.5629438888888885;110.84765625
Siska Bakery Dan Cake;;Surakarta;Surakarta;Surakarta;-7.553734777777778;110.86067197222222
Soto Sapi Rempah Mbak Tri;;Surakarta;Surakarta;Surakarta;-7.5525598333333335;110.86077880555555
Warung Bu Lami;;Surakarta;Surakarta;Surakarta;-7.5767606;110.8252927
Loundry Twin;;Surakarta;Surakarta;Surakarta;-7.5617772;110.8404458
Penjahit Busana Taylor;;Surakarta;Surakarta;Surakarta;-7.563802;110.8318776
Kos Mami;;Surakarta;Surakarta;Surakarta;-7.562808;110.8317122
Warung Kelontong Sri Sunarni;;Surakarta;Surakarta;Surakarta;-7.5617677;110.8297857
Sop Matahari Cici;;Surakarta;Surakarta;Surakarta;-7.5611497;110.8354612
Bengkel Motor;;Surakarta;Surakarta;Surakarta;-7.5413264;110.8107379
Pengrajin Popor Mas Rudi;;Surakarta;Surakarta;Surakarta;-7.5639847;110.8331944
Warung Es Mbah Citro;;Surakarta;Surakarta;Surakarta;-7.5658999;110.8133442
Mie Ayam Pak Tukino;;Surakarta;Surakarta;Surakarta;-7.5413366;110.810505
Bogiyat;;Surakarta;Surakarta;Surakarta;-7.5604914;110.8346246
Wajik Besek;;Surakarta;Surakarta;Surakarta;-7.572967;110.804381
Santoso;;Surakarta;Surakarta;Surakarta;-7.5746607;110.8063221
Aulia Collection Batik Solo Dan Pulsa;;Surakarta;Surakarta;Surakarta;-7.5660599;110.8134427
Kirana Rempah Soap;;Surakarta;Surakarta;Surakarta;-7.5662743;110.813423
Yuans Cake;;Surakarta;Surakarta;Surakarta;-7.56934655830969;110.81521122726687
Warung Sembako Agustin;;Surakarta;Surakarta;Surakarta;-7.546574;110.8291358
Kroket Dan Risol Mbak Tata;;Surakarta;Surakarta;Surakarta;-7.571072936996418;110.81593466932961
Sulastri;;Surakarta;Surakarta;Surakarta;-7.5596164;110.834986
Warung Kelontong Bu Mamik;;Surakarta;Surakarta;Surakarta;-7.5671423;110.8168228
Kantin Pedalangan;;Surakarta;Surakarta;Surakarta;-7.562409833333334;110.83233641666666
Om Pink Pancing;;Surakarta;Surakarta;Surakarta;-7.562381;110.830635
Warung Makan Mbak Berlin;;Surakarta;Surakarta;Surakarta;-7.563644;110.8019963
Dr Laundry;;Surakarta;Surakarta;Surakarta;-7.536838;110.8097806
Salon Rendriana;;Surakarta;Surakarta;Surakarta;-7.582357388888889;110.83209988888889
Karak Bude Wanti;;Surakarta;Surakarta;Surakarta;-7.563467;110.84665677777778
Warung Sayur;;Surakarta;Surakarta;Surakarta;-7.5748233;110.8432616
Kelontong;;Surakarta;Surakarta;Surakarta;-7.574616599722222;110.8433483
Putri Accesoris;;Surakarta;Surakarta;Surakarta;-7.535602;110.840715
Barang Antik Pak Yusuf;;Surakarta;Surakarta;Surakarta;-7.5697681;110.8153057
Toko Lina;;Surakarta;Surakarta;Surakarta;-7.574735;110.8063511
Maya Seluller;;Surakarta;Surakarta;Surakarta;-7.5747002;110.8063357
Es Degan Pak Muklis;;Surakarta;Surakarta;Surakarta;-7.5746695;110.8063258
Bolu Kukus Bukit Rasa;;Surakarta;Surakarta;Surakarta;-7.5482376;110.8653165
Slondok Singkong Mbak Win;;Surakarta;Surakarta;Surakarta;-7.552869777777778;110.86125180555555
Es Degan Pak Rony;;Surakarta;Surakarta;Surakarta;-7.550855;110.8644152
Warung Makan Bu Warsi;;Surakarta;Surakarta;Surakarta;-7.5520026;110.8611593
Bubur Kacang Ijo Pak Ari;;Surakarta;Surakarta;Surakarta;-7.5623149722222225;110.84237669444444
Angkringan Sido Mampir;;Surakarta;Surakarta;Surakarta;-7.5492347;110.8637203
Warung Soto Lumayan;;Surakarta;Surakarta;Surakarta;-7.5617509;110.8400169
Kelontong;;Surakarta;Surakarta;Surakarta;-7.5711844;110.843269
Wedangan Pak Amin;;Surakarta;Surakarta;Surakarta;-7.561774;110.8400194
Monkstore;;Surakarta;Surakarta;Surakarta;-7.5620724;110.8418355
Warung Es Teh Bu Yuni;;Surakarta;Surakarta;Surakarta;-7.5511477;110.8631429
Warung Mbak Maya;;Surakarta;Surakarta;Surakarta;-7.5615547;110.799125
Es Batu Dan Lilin Bu Luluk;;Surakarta;Surakarta;Surakarta;-7.5612096;110.7996755
Warung Makan;;Surakarta;Surakarta;Surakarta;-7.5447749;110.8029506
Amalia Store;;Surakarta;Surakarta;Surakarta;-7.5929796;110.8255966
Daster Sambung Ibu Dan Gandul Shela;;Surakarta;Surakarta;Surakarta;-7.5817347;110.8105828
Daster Sambung Kain Perca;;Surakarta;Surakarta;Surakarta;-7.5825573;110.8111634
Baju Dewasa Dan Anak;;Surakarta;Surakarta;Surakarta;-7.5825041;110.8112148
Pawon Ganesha Mba Oni;;Surakarta;Surakarta;Surakarta;-7.5586246;110.8330433
Warkop Pak Noor;;Surakarta;Surakarta;Surakarta;-7.5746863;110.8063866
Warung Bu Semi;;Surakarta;Surakarta;Surakarta;-7.5746828;110.8063887
Warung Bu Lastri;;Surakarta;Surakarta;Surakarta;-7.565990473821374;110.82598138600588
Warung Bu Sri;;Surakarta;Surakarta;Surakarta;-7.565990473821374;110.82598138600588
Bengkel Motor Dan Sepeda Pak Karnen;;Surakarta;Surakarta;Surakarta;-7.5576465;110.8329204
Jhon Colecction;;Surakarta;Surakarta;Surakarta;-7.565025307521824;110.82357879728079
Aneka Gorengan Mba Dita;;Surakarta;Surakarta;Surakarta;-7.5754887;110.8243272
Penthol Kuah Pak Heri;;Surakarta;Surakarta;Surakarta;-7.5754887;110.8243272
Warmindo;;Surakarta;Surakarta;Surakarta;-7.5754887;110.8243272
Viola Laundry;;Surakarta;Surakarta;Surakarta;-7.5647801;110.8333111
Warung Ndeso;;Surakarta;Surakarta;Surakarta;-7.5552829;110.8623137
Warung Sate Kambing Pak Min;;Surakarta;Surakarta;Surakarta;-7.5793665;110.8380815
Soto Ayam;;Surakarta;Surakarta;Surakarta;-7.5546706;110.7848508
Warung Sederhana Bu Siti;;Surakarta;Surakarta;Surakarta;-7.5587246;110.8335265
Warung Kelontong Ibu Juli;;Surakarta;Surakarta;Surakarta;-7.5587169;110.8335236
Warung Kelontong Perico Budi Purwanto;;Surakarta;Surakarta;Surakarta;-7.5589406;110.8332252
Navila Fashion Store;;Surakarta;Surakarta;Surakarta;-7.5860775;110.8312683
Toko Mainan Nugroho;;Surakarta;Surakarta;Surakarta;-7.5758301;110.8362543
Kue Koe;;Surakarta;Surakarta;Surakarta;-7.577896;110.8380018
Jajanan Bu Nur;;Surakarta;Surakarta;Surakarta;-7.5890781;110.8306282
Kusno Prayogo;;Surakarta;Surakarta;Surakarta;-7.5430022;110.8338729
Toko Sumber Rejeki;;Surakarta;Surakarta;Surakarta;-7.5509129;110.8097708
Mamik Karak;;Surakarta;Surakarta;Surakarta;-7.550973;110.8090664
Mami Friedchicken;;Surakarta;Surakarta;Surakarta;-7.5502211;110.8044165
Laundry Iqbal;;Surakarta;Surakarta;Surakarta;-7.55015;110.809204
Nuansa Korset;;Surakarta;Surakarta;Surakarta;-7.5501266;110.8099267
Raja Gongso;;Surakarta;Surakarta;Surakarta;-7.5490252;110.805438
Dynasty;;Surakarta;Surakarta;Surakarta;-7.5477313;110.8067229
Toko Bu Mardi;;Surakarta;Surakarta;Surakarta;-7.5492359;110.8118835
Assyfa Wayang;;Surakarta;Surakarta;Surakarta;-7.5499181;110.8088981
Gorengan Mbah Rabinem;;Surakarta;Surakarta;Surakarta;-7.5486475;110.8135621
Sembako Solo;;Surakarta;Surakarta;Surakarta;-7.5486813;110.8134777
Lontong Bu Tunem;;Surakarta;Surakarta;Surakarta;-7.5486339;110.8135583
Arjuna Laundry;;Surakarta;Surakarta;Surakarta;-7.5480226;110.8047374
Pakan Ternak Berkah Jaya;;Surakarta;Surakarta;Surakarta;-7.5493415;110.8109465
Pangkalan Lpg 3Kg Dwi Puji Astuti;;Surakarta;Surakarta;Surakarta;-7.5509784;110.8077005
Bakso Bunuh Diri;;Surakarta;Surakarta;Surakarta;-7.5606854;110.8295473
Liem Hing Sun;;Surakarta;Surakarta;Surakarta;-7.5634182;110.8364791
Kios Sembako Mbak Ning;;Surakarta;Surakarta;Surakarta;-7.5631799;110.8381353
Pangkalan Gas Kalidjo;;Surakarta;Surakarta;Surakarta;-7.5638108;110.8366945
Karar Dewa Dewi;;Surakarta;Surakarta;Surakarta;-7.5638076;110.8374564
Elias Online Shop;;Surakarta;Surakarta;Surakarta;-7.5632333;110.837415
Toko Pakan Ternak Sari;;Surakarta;Surakarta;Surakarta;-7.5602834;110.8368052
Kios Sembako Agus Mulyanto;;Surakarta;Surakarta;Surakarta;-7.5634182;110.8364791
Toko Snack Jesika;;Surakarta;Surakarta;Surakarta;-7.5634182;110.8364791
Snack Marwanto Ratno;;Surakarta;Surakarta;Surakarta;-7.5634182;110.8364791
Catering Mbak Watik;;Surakarta;Surakarta;Surakarta;-7.5640016;110.8371448
Amelia Online Shop;;Surakarta;Surakarta;Surakarta;-7.5613385;110.8366344
Kios Sembako Bu Sri Mariyati;;Surakarta;Surakarta;Surakarta;-7.5631167;110.8382633
Intip Goreng Bu Harno;;Surakarta;Surakarta;Surakarta;-7.5634182;110.8364791
Kios Sembako Pak Waluyo;;Surakarta;Surakarta;Surakarta;-7.5630293;110.8383531
Kios Sembako Bu Tentrem;;Surakarta;Surakarta;Surakarta;-7.5631434;110.8382492
Kios Sembako Pak Kasto;;Surakarta;Surakarta;Surakarta;-7.5631956;110.8381982
Kios Sembako Bu Purwani;;Surakarta;Surakarta;Surakarta;-7.5631952;110.8381982
Kios Sembako Bu Suhartini;;Surakarta;Surakarta;Surakarta;-7.5630401;110.8382916
Wawan Online Shop;;Surakarta;Surakarta;Surakarta;-7.5632133;110.8372833
Kios Beras Adi;;Surakarta;Surakarta;Surakarta;-7.5634182;110.8364791
Toko Sembako Dwi Gunawan;;Surakarta;Surakarta;Surakarta;-7.5642821;110.8376334
Kios Bumbu Dapur;;Surakarta;Surakarta;Surakarta;-7.5628983;110.8382517
Sembako;;Surakarta;Surakarta;Surakarta;-7.5632309;110.8374477
Snack Bu Siti;;Surakarta;Surakarta;Surakarta;-7.5634182;110.8364791
Kios Bumbu Dapur;;Surakarta;Surakarta;Surakarta;-7.5630333;110.8382683
Kios Sembako Kristin Wulansari;;Surakarta;Surakarta;Surakarta;-7.5630883;110.838265
Kios Sayur Bu Tumiati;;Surakarta;Surakarta;Surakarta;-7.5633533;110.8381389
Kios Sembako Sri Hastuti;;Surakarta;Surakarta;Surakarta;-7.5630101;110.838295
Kios Sembako Sri Ngatini;;Surakarta;Surakarta;Surakarta;-7.5631266;110.8382567
Kios Beras Pak Marsih;;Surakarta;Surakarta;Surakarta;-7.5629738;110.8382915
Kios Frozen Food;;Surakarta;Surakarta;Surakarta;-7.5629819;110.8383217
Kios Plastik;;Surakarta;Surakarta;Surakarta;-7.5629817;110.8383217
Kios Beras Mbak Linda;;Surakarta;Surakarta;Surakarta;-7.563078;110.8382936
Kios Sembako;;Surakarta;Surakarta;Surakarta;-7.5629388;110.8383464
Kios Makanan;;Surakarta;Surakarta;Surakarta;-7.5630949;110.8382584
Kios Sembako;;Surakarta;Surakarta;Surakarta;-7.5629717;110.8383033
Kios Sembako;;Surakarta;Surakarta;Surakarta;-7.5629833;110.838275
Kios Bumbu;;Surakarta;Surakarta;Surakarta;-7.56299;110.8383183
Kios Sembako;;Surakarta;Surakarta;Surakarta;-7.5629723;110.8383207
Kios Gula Dan Garam;;Surakarta;Surakarta;Surakarta;-7.5629825;110.8383115
Kios Sembako;;Surakarta;Surakarta;Surakarta;-7.5629917;110.83832
Kios Sembako;;Surakarta;Surakarta;Surakarta;-7.5629267;110.8383667
Kios Kacang;;Surakarta;Surakarta;Surakarta;-7.5632651;110.8382281
Kios Plastik;;Surakarta;Surakarta;Surakarta;-7.5628803;110.8383155
Kios Sayur Segar;;Surakarta;Surakarta;Surakarta;-7.5629667;110.83829
Kios Sayuran Segar;;Surakarta;Surakarta;Surakarta;-7.56294;110.83835
Kios Mainan Dan Aksesoris;;Surakarta;Surakarta;Surakarta;-7.5628871;110.838383
Bu Siti Collection;;Surakarta;Surakarta;Surakarta;-7.570025935692239;110.82529474049807
Warung Bensin Dan Pulsa Edy;;Surakarta;Surakarta;Surakarta;-7.570025935692239;110.82529474049807
Kame Craftwork Shop;;Surakarta;Surakarta;Surakarta;-7.5873016;110.8185657
Tenongan Bu Siti;;Surakarta;Surakarta;Surakarta;-7.570025935692239;110.82529474049807
Grosir Dan Eceran Alat Pertukangan Dan Pertanian;;Surakarta;Surakarta;Surakarta;-7.5721339;110.820089
Ayam Goreng Kremes Sor Pelem;;Surakarta;Surakarta;Surakarta;-7.5718352;110.8207999
Pelangi Jus;;Surakarta;Surakarta;Surakarta;-7.5671445;110.8068541
Wedangan Pak Madi;;Surakarta;Surakarta;Surakarta;-7.5727045;110.8192016
Warung Bu Wiji;;Surakarta;Surakarta;Surakarta;-7.5685359;110.8225741
Warung Kelontong Pak Tarmin/Ibu Iin;;Surakarta;Surakarta;Surakarta;-7.5593741;110.8342439
Snack Bu Yani;;Surakarta;Surakarta;Surakarta;-7.5578144;110.8328571
Pakan Burung Ecko Mechanik;;Surakarta;Surakarta;Surakarta;-7.5730917;110.8175138
Toko Yuni;;Surakarta;Surakarta;Surakarta;-7.5717857;110.8175881
Warung Pak Dhe Kidi;;Surakarta;Surakarta;Surakarta;-7.566118098955535;110.82537654787303
Warung Sembako Mbak Ebeb;;Surakarta;Surakarta;Surakarta;-7.5721121;110.820078
Nasi Bandeng Bu Sri;;Surakarta;Surakarta;Surakarta;-7.566001441607819;110.82641255110502
Dapoer Banda Doea;;Surakarta;Surakarta;Surakarta;-7.5685472;110.8225725
Daster Sambung Trias;;Surakarta;Surakarta;Surakarta;-7.582569;110.8111712
Nit Nut Laundry;;Surakarta;Surakarta;Surakarta;-7.5702307;110.8184358
Mie Ayam Pak Bejo;;Surakarta;Surakarta;Surakarta;-7.5803846;110.811136
Pempek Asli Sriwijaya;;Surakarta;Surakarta;Surakarta;-7.5697365;110.8172615
Warung Gongso Bu Atik;;Surakarta;Surakarta;Surakarta;-7.5726275;110.8202976
Warung Makan Bu Eni;;Surakarta;Surakarta;Surakarta;-7.5729704;110.817382
Warung Makan Sido Mampir;;Surakarta;Surakarta;Surakarta;-7.5651333;110.8173083
Khanza;;Surakarta;Surakarta;Surakarta;-7.5769101;110.8103735
Warung Makan Ada;;Surakarta;Surakarta;Surakarta;-7.5724342;110.8192658
Yuliana Shop Online;;Surakarta;Surakarta;Surakarta;-7.572486;110.8041284
Warung Makan Mbak Ninik;;Surakarta;Surakarta;Surakarta;-7.5726577;110.8203007
Warung Makan Saudara;;Surakarta;Surakarta;Surakarta;-7.5722056;110.8203389
Jual Beli Burung;;Surakarta;Surakarta;Surakarta;-7.5820054;110.816901
Jualan Sayur;;Surakarta;Surakarta;Surakarta;-7.5833264;110.8126638
Warung Kelontong Dan Jualan Es;;Surakarta;Surakarta;Surakarta;-7.5828863;110.8125026
Salon Kecantikan;;Surakarta;Surakarta;Surakarta;-7.5831705;110.8128837
Wedangan/Hik;;Surakarta;Surakarta;Surakarta;-7.5588598;110.8242461
Bengkel Mobil;;Surakarta;Surakarta;Surakarta;-7.5833292;110.8139045
Jual Gorengan Mb Susana;;Surakarta;Surakarta;Surakarta;-7.5543096;110.836135
Mie Ayam Mini Mb Yekti;;Surakarta;Surakarta;Surakarta;-7.5543124;110.8361353
Wahyuningsih;;Surakarta;Surakarta;Surakarta;-7.553003;110.8273617
Jajanan Anak;;Surakarta;Surakarta;Surakarta;-7.5544091;110.8365438
Warung Makan Mas Ardi;;Surakarta;Surakarta;Surakarta;-7.5574261;110.8326578
Latengan;;Surakarta;Surakarta;Surakarta;-7.5544079;110.8365352
Putih Telur;;Surakarta;Surakarta;Surakarta;-7.5543159;110.8369204
Sumarwiyah Sri Hartini;;Surakarta;Surakarta;Surakarta;-7.5534684;110.8276154
Wawan Shop;;Surakarta;Surakarta;Surakarta;-7.5578603;110.8325639
Pasivia Online Shop;;Surakarta;Surakarta;Surakarta;-7.5584882;110.8332702
Warung Sembako Ani Nurbaidah;;Surakarta;Surakarta;Surakarta;-7.5585722;110.8333767
Ajp Frozen Food;;Surakarta;Surakarta;Surakarta;-7.5347183;110.847115
Toko Andi;;Surakarta;Surakarta;Surakarta;-7.5732791;110.8419265
Jago Jaya Sport;;Surakarta;Surakarta;Surakarta;-7.569289;110.8416754
Dwi Agen Es Cristal;;Surakarta;Surakarta;Surakarta;-7.5467934;110.8290512
Toko Kelontong Haris;;Surakarta;Surakarta;Surakarta;-7.5467208;110.8289162
Warung Sayur Bu Maryam;;Surakarta;Surakarta;Surakarta;-7.5467974;110.8290726
Warung Mujiman;;Surakarta;Surakarta;Surakarta;-7.546695;110.8289018
Mie Ayam Pak Kabul;;Surakarta;Surakarta;Surakarta;-7.5723721;110.8204103
Arfaya Laundry;;Surakarta;Surakarta;Surakarta;-7.5815029;110.82228279972222
Fitri Wedangan;;Surakarta;Surakarta;Surakarta;-7.5715088;110.7987367
Hari Toko Tanaman;;Surakarta;Surakarta;Surakarta;-7.5724751;110.7985626
Ashari Taylor;;Surakarta;Surakarta;Surakarta;-7.566001441607819;110.82641255110502
Ily Comfy;;Surakarta;Surakarta;Surakarta;-7.5746063;110.8364791
Persewaan Fasya Decor;;Surakarta;Surakarta;Surakarta;-7.556388888888889;110.84694444444445
Pangkalan Elpiji Endang Kusniati;;Surakarta;Surakarta;Surakarta;-7.5558478;110.8467017
Persewaan Perlengkapan Pesta Pak Alip;;Surakarta;Surakarta;Surakarta;-7.5558042;110.8468472
Leonardus Andy;;Surakarta;Surakarta;Surakarta;-7.5524581;110.8460558
Giandra Print;;Surakarta;Surakarta;Surakarta;-7.5846445;110.8369499
Ngatini Shop;;Surakarta;Surakarta;Surakarta;-7.5543026;110.8447171
Warni;;Surakarta;Surakarta;Surakarta;-7.5533183;110.8469083
Onde Onde Pak Sarimo;;Surakarta;Surakarta;Surakarta;-7.5836589;110.8385556
Kelontong Dwi Purwanti;;Surakarta;Surakarta;Surakarta;-7.5531149;110.8453204
Callysta Tronik;;Surakarta;Surakarta;Surakarta;-7.5798292;110.8392468
On Line Sembako Dan Frozen;;Surakarta;Surakarta;Surakarta;-7.5503841;110.8290091
Warung Makan Mbak Dewi;;Surakarta;Surakarta;Surakarta;-7.5690732;110.8320829
Oleh Oleh Bu Dwi;;Surakarta;Surakarta;Surakarta;-7.5690555;110.8320366
Warung Snack Pak Tri Wiyono;;Surakarta;Surakarta;Surakarta;-7.5503776;110.8290052
Pedagang Wedang Cangkir;;Surakarta;Surakarta;Surakarta;-7.5690514;110.8320393
Warung Kelontong Mbok Sri;;Surakarta;Surakarta;Surakarta;-7.5503813;110.8290071
Pedagang Tempe Bungkus;;Surakarta;Surakarta;Surakarta;-7.5690617;110.8320831
Pedagang Sayur Mbah Yem;;Surakarta;Surakarta;Surakarta;-7.5690745;110.8320935
Es Batu Bu Narni;;Surakarta;Surakarta;Surakarta;-7.5500395;110.8290741
Pedagang Karak;;Surakarta;Surakarta;Surakarta;-7.5690518;110.8320565
Pedagang Telur;;Surakarta;Surakarta;Surakarta;-7.5690398;110.8321016
Big Laundry;;Surakarta;Surakarta;Surakarta;-7.549984;110.8288424
Pedagang Sayur Bu Kini;;Surakarta;Surakarta;Surakarta;-7.5690605;110.8320543
Catering Teras Pojok;;Surakarta;Surakarta;Surakarta;-7.549896;110.8280523
Warung Makan Bu Harini;;Surakarta;Surakarta;Surakarta;-7.5690857;110.8320657
Warung Kelontong Pak Aris;;Surakarta;Surakarta;Surakarta;-7.5513963;110.8293233
Oleh Oleh Mbak Ririn;;Surakarta;Surakarta;Surakarta;-7.5690579;110.8320436
Warung Sembako;;Surakarta;Surakarta;Surakarta;-7.551394;110.8293244
Ayam Goreng Pak Zadok;;Surakarta;Surakarta;Surakarta;-7.5690835;110.8320854
Toko Bu Yani;;Surakarta;Surakarta;Surakarta;-7.5487938;110.8258121
Ayam Goreng Mbak Ita;;Surakarta;Surakarta;Surakarta;-7.5690457;110.8320391
Warung Bu Maryati;;Surakarta;Surakarta;Surakarta;-7.5493526;110.8265157
Pedagang Oleh Oleh Mbak Kinasih;;Surakarta;Surakarta;Surakarta;-7.569047;110.8320188
Toko Bu Susi;;Surakarta;Surakarta;Surakarta;-7.5481732;110.8238365
Ayam Goreng Pak Ali;;Surakarta;Surakarta;Surakarta;-7.5690638;110.8320132
Bengkel Astana Utara;;Surakarta;Surakarta;Surakarta;-7.5481567;110.8238443
Ayam Goreng Mbak Popy;;Surakarta;Surakarta;Surakarta;-7.5690552;110.8320254
