Nama;Kegiatan;Kecamatan;Alamat;kategori;lat;lng;;
Dandang Swan & Dragon;membuat dandang;Pasar Kliwon;Semanggi;Kriya;-7.5810711;110.8338609;;
Warung Minuman;menjual minuman;Laweyan;Jajar;Kuliner;-7.5535955;110.7839295;;
Makanan Snac;membuat makanan ringan;Laweyan;Jajar;Kuliner;-7.5530158;110.7840666;;
Percetakan;MENYEDIAKAN JASA PERCETAKAN;Pasar Kliwon;Semanggi;Digital;-7.5863343;110.8354018;;
Kios Watu Gunung;menjual batu dan tanaman hias;Jebres;Pucangsawit ;Lain-lain;-7.5681067;110.859835;;
Warung Sayur Dan Lauk Pauk;jual sayuran,lauk pauk;Pasar Kliwon;Sangkrah;Kuliner;-7.577643;110.8396617;;
Dagang Buah;Menjual Buah;Pasar Kliwon;Sangkrah;Lain-lain;-7.5779645;110.8396859;;
Kios Sayuran;Menjual Sayuran di kios;Jebres;Jalan Sindutan No 6;Lain-lain;-7.562866194444440;110.83805083333300;;
Kios Kelontong;Menjual keperluan rumah tangga;Jebres;Jalan Ledoksari Selatan No. 16;Lain-lain;-7.563828;110.8366662;;
Kios Pakaian;Menjual berbagai macam pakaian ;Jebres;Kios Pasar Ledoksari No 4;Fashion;-7.561521;110.83658597222200;;
Kios Pakaian;Menjual bermacam pakain jadi ;Jebres;Kios Pasar Ledoksari No 3;Fashion;-7.561529138888880;110.83655547222200;;
Kios Pakaian;Menjual bermacam jenis pakaian ;Jebres;Kios Pasar Ledoksari No 1;Fashion;-7.561768083333330;110.83602902777700;;
Kios Pakaian;Menjual pakaian di kios;Jebres;Kios Pasar Ledoksari No. 2;Fashion;-7.561591138888880;110.83646391666600;;
Kios Sembako;Menjual sembako di kios;Jebres;Kios Pasar Jebres Blok G.17;Lain-lain;-7.562588222222220;110.8390273888880;;
"Warung Ikan Segar ""Amis """;kulakan ikan segar, siap pasarkan;Jebres;Tegalarum ;Lain-lain;-7.5438777;110.8383284;;
Kue Puthu;jual kue puthu;Pasar Kliwon;Sangkrah;Kuliner;-7.5788639;110.8390261;;
Bengkel Las Pak Sukiyanto;nunggu order, cari bahan, proses pengerjaan, siap antar;Jebres;Tegalarum Rt01/31;Lain-lain;-7.5447826;110.8383502;;
Warung Kelontong Ibu Tila;Menjual bahan pangan;Banjarsari;Margoyudan ;Lain-lain;-7.5589966;110.8293972;;
Sangkar Burung Mas Plonco;tunggu orderan, beli bahan, proses pembuatan, siap dikirim dan dipasarkan;Jebres;Tegalarum;Kriya;-7.5438708;110.8383342;;
Kios Sayuran;Menjual sayuran di kios;Jebres;Kios Pasar Jebres Blok F.11;Lain-lain;-7.5624084;110.8397641;;
Toko Klontong Kembar;belanja sembako, siap pemasaran;Jebres;Tegalarum;Lain-lain;-7.5443148;110.8372668;;
Kios Buah;Menjual Buah di Kios;Jebres;Kios Pasar Jebres Blok B.01;Lain-lain;-7.5627396;110.8398088;;
Toko Klontong Mb Mini;belanja ke grosir, siap pemasaran;Jebres;Tegalarum Rt 01;Lain-lain;-7.5438812;110.8382887;;
Kios Sembako;Menjual sembako di kios;Jebres;Kios Pasar Jebres Blok B.08;Lain-lain;-7.5626054;110.8397928;;
Kios Sayuran;Menjual sayuran di kios;Jebres;Kios Pasar Jebres Blok J.02;Lain-lain;-7.562727;110.8396826;;
Kios Sayuran;Menjual berbagai sayuran di kios pasar ;Jebres;Kios Pasar Jebres Blok H.05;Lain-lain;-7.5627565;110.8396229;;
Kios Sayuran;Menjual sayuran di kios pasar ;Jebres;Kios Pasar Jebres Blok H.04;Lain-lain;-7.562252972222220;110.83966063888800;;
Kios Karak;Menjual Karak di kios;Jebres;Kios Pasar Jebras Blok G.04;Kuliner;-7.562582944444440;110.8390273888880;;
Kios Buah;Menjual buah di Kios pasar ;Jebres;Kios Pasar Jebres Blok G.20;Lain-lain;-7.562584861111110;110.8390273888880;;
Kios Buah;Menjual Berbagai macam buah ;Jebres;Kios Pasar Jebres Blok E.24;Lain-lain;-7.562582944444440;110.8390273888880;;
Bakso Goreng Bakar;bahan tepung trigu penyedap, bikin bakso sunduk. Jual goreng/bakar, caos sambal;Pasar Kliwon;Sawahan Sangkrah;Kuliner;-7.5790481;110.841798;;
Pedagang Jeroan Ayam;berjualan ayam dan jeroan;Jebres;Pasar Gede Surakarta ;Lain-lain;-7.5691404;110.8318766;;
Warung Mb Tatik;belanja proses, masak, siap pasarkan;Jebres;Tegalarum ;Kuliner;-7.5438893;110.8382701;;
Warung Klontong Pak Gino;belanja di grosir, siap pemasaran;Jebres;Tegalarum ;Lain-lain;-7.5438763;110.8384087;;
Warung Jenang Mb Puji;belanja bahan, proses masak, siap pemasaran;Jebres;Tegalarum;Kuliner;-7.543845;110.8383565;;
Bengkel 47Te Ch Solo;tunggu order, cari bahan, proses pembuatan, siap kirim;Jebres;Tegalarum;Lain-lain;-7.5442511;110.8373347;;
Warung Makan Bu Yayuk;belanja bahan, proses masak, proses pemasaran;Jebres;Tegalarum;Kuliner;-7.5438406;110.8383911;;
Laundre Mb Uut;ambil cucian ke pelanggan, proses mencuci dan setrika, siap diambil dan diantar ke pelanggan;Jebres;Tegalarum ;Lain-lain;-7.5438397;110.8384004;;
Warung Kelontong Bu Ninuk;belanja digrosir, proses penjualan;Jebres;Tegalarum;Lain-lain;-7.543863;110.8383506;;
Kerajinan Sangkar Burung Mas Uki;cari bahan, proses bahan, siap pemasaran;Jebres;Tegalarum;Kriya;-7.5456462;110.8391196;;
Laundre Bu Amini;ambil cucian, proses mencuci, setrika, antar ke pelanggan;Jebres;Tegalarum ;Lain-lain;-7.5444458;110.8383831;;
Penjahit Mb Lestari;ambil potongan, proses menjahit, kembali ke konveksi;Jebres;Tegalarum;Fashion;-7.5452719;110.8390824;;
Pedagang Tahu Dan Tempe;berjualan tahu tplempe;Jebres;Pasar Gede Surakarta;Lain-lain;-7.5691008;110.8319092;;
Warung Makan Mas Yanto;belanja bahan, proses masak, siap pemasaran;Jebres;Tegalarum;Kuliner;-7.5438626;110.8383546;;
Ayam Potong Bu Larmi;berjualan ayam potong;Jebres;Pasar Gede Surakarta;Lain-lain;-7.5691367;110.8319007;;
Pedagang Telur Puyuh;berjualan telur;Jebres;Pasar Gede Surakarta;Lain-lain;-7.5691362;110.8319111;;
Pedagang Sayuran;berjualan sayuran ;Jebres;Pasar Gede Surakarta;Lain-lain;-7.5691143;110.8319035;;
Pedagang Ayam Potong;berjualan ayam potong;Jebres;Pasar Gede Surakarta;Lain-lain;-7.5690951;110.8319086;;
Pedagang Sambel Pecel;berjualan sambal pecel;Jebres;Pasar Gede Surakarta ;Kuliner;-7.5691464;110.8318971;;
Pedagang Keringan;berjualan makanan kering;Jebres;Pasar Gede Surakarta ;Lain-lain;-7.5691496;110.8318948;;
Pedagang Bumbon;berjualan aneka bumbu dan kebutuhan pokok;Jebres;Pasar Gede Surakarta ;Lain-lain;-7.5691223;110.8318477;;
Pedagang Bumbon Bu Dal;berjualan bumbu dapur;Jebres;Pasar Gede Surakarta ;Lain-lain;-7.5691592;110.8319;;
Distributor Mainan Mas Franky;distributor mainan;Jebres;Mijen ;Lain-lain;-7.5676248;110.8352331;;
Warung Makan Bu Win;berjualan nasi;Jebres;Pasar Gede Surakarta ;Kuliner;-7.569161;110.8319154;;
Pedagang Nasi;berjualan nasi;Jebres;Pasar Gede Surakarta ;Kuliner;-7.569168;110.8319148;;
Pedagang Bumbon Bu Sarni;berjualan Bumbon dan hasil pertanian ;Jebres;Pasar Gede Surakarta ;Lain-lain;-7.5691729;110.8319139;;
Accesories Dan Mainan Mbak Anik;accesories;Jebres;Sudiroprajan;Lain-lain;-7.5677479;110.835451;;
Pedagang Bumbon Pak Sri;berjualan bumbu dapur;Jebres;Pasar Gede Surakarta ;Lain-lain;-7.56917;110.831905;;
Sambel Pecel Bu Kareni;berjualan aneka sambal pecel ;Jebres;Pasar Gede Surakarta ;Kuliner;-7.5693761;110.8317206;;
Tenongan Mbak Win;tenongan;Jebres;Mijen ;Kuliner;-7.5684619;110.8347466;;
Penjahit Bu Margaretha;penjahit;Jebres;Kepanjen;Fashion;-7.5688542;110.8343203;;
Penjahit Bu Sri Ningsih;penjahit;Jebres;Balong;Fashion;-7.5688565;110.8345591;;
Gorengan Dan Mie Mbak Mei;gorengan, tempura, mie instan ;Jebres;Balong;Kuliner;-7.5684498;110.8345096;;
Warung Buk Iik;warung kelontong;Jebres;Sudiroprajan;Lain-lain;-7.5679704;110.8354264;;
Kelontong Mbah Gendro;kelontong;Jebres;Mijen ;Lain-lain;-7.5679591;110.8352984;;
Sirup Herbal Mbak Desi;sirup jamu;Jebres;Mijen;Kuliner;-7.5679026;110.8350729;;
Jamu Jawa Bu Kristijani;jamu Jawa ;Jebres;Mijen;Kuliner;-7.5679103;110.8350412;;
Penjahit Bu Weni;penjahit;Jebres;Samaan ;Fashion;-7.5682762;110.8354465;;
Penjahit Bu Saryanti;penjahit ;Jebres;Samaan;Fashion;-7.5684642;110.835614;;
Warmindo Berseri;menjual makanan;Banjarsari;Priyobadan Rt 1 Rw 2 Timuran, Banjarsari, Surakarta;Kuliner;-7.5651821;110.814447;;
Usaha Konstruksi Bangunan Pt Rumboko Jaya Sri Perkasa;jasa kontruksi bangunan;Banjarsari;Priyobadan Rt 1 Rw 2 Timuran, Banjarsari, Surakarta;Lain-lain;-7.5657059;110.8150019;;
Pembuatan Fermentasi Telur Asin Ibu Sri;Fermentasi telur asin di rumah;Banjarsari;Priyobadan Rt 1 Rw 2 Timuran, Banjarsari, Surakarta;Kuliner;-7.5659855;110.8152856;;
Warung Makan Sukur;Menjual sayur matang dan gorengan;Banjarsari;Priyobadan Rt 02 Rw 02 Timuran, Banjarsari, Surakarta;Kuliner;-7.5661972;110.8158529;;
Rumah Cuci Kayla;Jasa laundry di rumah;Banjarsari;Priyobadan Rt 02 Rw 02 Timuran, Banjarsari, Surakarta;Lain-lain;-7.5662013;110.8159364;;
Cantika Collection;Menjual pakaian dalam, kaos kaki, dan celana kain;Pasar Kliwon;Btc Antrium Lantai 1, Jalan Mayor Sunaryo Kedunglumbu;Fashion;-7.5737977;110.8310184;;
Mbak Tin;menjual eceran barang barang rumah tangga;Banjarsari;Priyobadan Rt 02 Rw 02 Timuran, Banjarsari, Surakarta;Lain-lain;-7.566961;110.8168046;;
Karak Bu Darini;menjual karak;Laweyan;Panularan;Kuliner;-7.5746478;110.8064128;;
Nasi Bungkus Bu Romi;menjual nasi bungkus dan lauk;Laweyan;Panularan;Kuliner;-7.5745549;110.8065425;;
Dingo Doodle;Design Grafis;Laweyan;Panularan;Desain;-7.5746513;110.8063878;;
Kedai Kopi Musi;menjual kopi;Laweyan;Panularan;Kuliner;-7.5746553;110.806437;;
Santo Bumbu;menjual bahan makanan;Laweyan;Panularan;Lain-lain;-7.5747095;110.8063971;;
Timlo Kadipolo;menjual nasi timlo dan minuman;Laweyan;Panularan;Kuliner;-7.5746893;110.8063856;;
Kios Baju Sri Peni;menjual  pakaian ;Laweyan;Panularan;Fashion;-7.5746425;110.8063519;;
Sembako Bu Sumirah;menjual bahan pokok sembako;Laweyan;Panularan;Lain-lain;-7.4956223;110.8065907;;
Kios Pisang;Menjual Pisang di Kios pasar ;Jebres;Kios Pasar Jebres Blok E.14;Lain-lain;-7.5627709;110.8396558;;
Kios Karak;47829 | Perdagangan Eceran Kaki Lima Dan Los Pasar Komoditi Makanan Dan Minuman Ytdl;Jebres;Kios Pasar Jebres Blok G.02;Kuliner;-7.562594833333330;110.8390273888880;;
Toko Armada;Menjual Makanan dan Minuman;Banjarsari;Bayan Krajan Rt 02  Rw 15 Kadipiro Banjarsari;Kuliner;-7.529514;110.8141091;;
Warung Makan Sedep Mantep;menyajikan makan dan minum;Banjarsari;Timuran;Kuliner;-7.5680712;110.8200026;;
Warung Makan Sederhana;menjual nasi sayur, gorengan, es teh;Banjarsari;Tapen;Kuliner;-7.5465258;110.8117393;;
Warung Bu Tutik;menjual makanan dan minuman;Banjarsari;Pasar Depok;Kuliner;-7.552521722861070;110.81067201950600;;
Wedangan Teras Rumah;menjual nasi bandeng, gorengan dan es teh.;Banjarsari;Bibis Baru;Kuliner;-7.5528996;110.8362066;;
Rizki Laundry;jasa laundry dan setrika;Banjarsari;Bibis Baru;Lain-lain;-7.5529167;110.8362704;;
Kelontong Hariyon Kito;menjual beras, minyak goreng, gula, tepung, teh dll;Banjarsari;Bibis Baru;Lain-lain;-7.5529931;110.8364296;;
Warung Makan Lombok Abang;menjual nasi sayur;Banjarsari;Bibis Baru;Kuliner;-7.5529105;110.8362284;;
Asri Jahit Celana Dalam;menjahit celana dalam ;Banjarsari;Bibis Baru;Fashion;-7.5529825;110.8364225;;
Dadar Gulung Saputri;membuat menjual Snack kecil ( dadar gulung);Banjarsari;Ngadisono Rt 04 Rw 02 Joglo Banjarsari Solo Jateng;Kuliner;-7.5467485;110.8290896;;
Made Reklame;pembuatan plat kendaraan,piala,stempel,;Serengan ;Jl.Kalilarangan;Desain;-7.5733529;110.817038;;
Mira Reklame;822069959;Serengan ;Jl.Kalilarangan;Desain;-7.5733022;110.8173158;;
Warung Makan Maryati;MENJUAL NASI BUNGKUS, ES TEH, GORENGAN;Banjarsari;Priyobadan Rt 02 Rw 02 Timuran, Banjarsari, Surakarta;Kuliner;-7.566676;110.816527;;
Toko Grace;Menjual Bantal Guling Kasur;Pasar Kliwon;Menangan Rt 07 / Rw 01 Kelurahan Joyosuran Kecamatan Pasarkliwon Kota Surakarta ;Lain-lain;-7.5850074;110.829169;;
Warung Makan Bu Nur;menyediakan makanan dan minuman di warung;Jebres;Petoran;Kuliner;-7.5590909;110.8476138;;
Gorengan Bu Sri;Menjual Gorengan;Serengan ;Dawung Kulon;Kuliner;-7.584967;110.815316;;
Warung Kelontong Purwaningsih;Menjual beras, aqua, minyak ,gulo, teh , snak, sabun dll;Banjarsari;Cinderejo Kidul;Lain-lain;-7.5536604;110.8220243;;
Hik Pak Ndut;menjual nasi bandeng, nasi oseng, gorengan dan berbagai minuman dan indomie rebus;Banjarsari;Cinderejo;Kuliner;-7.5538767;110.8198367;;
Toko Mbak Tari;toko kelontong;Banjarsari;Pasar Nusukan;Lain-lain;-7.5464765;110.8210734;;
Kios Sembako Bu Sutarmi;Toko Kelontong;Banjarsari;Pasar Nusukan;Lain-lain;-7.5464765;110.8210734;;
Toko Bumbu Bu Hartini;Toko Bumbu dapur;Banjarsari;Pasar Nusukan;Lain-lain;-7.5469987;110.8211598;;
Toko Snack Bu Sutarti;Toko Snack;Banjarsari;Pasar Nusukan;Kuliner;-7.5465803;110.8206921;;
Toko Sembako Ibu Darm;toko sembako;Banjarsari;Pasar Nusukan;Lain-lain;-7.5465803;110.8206921;;
Libra;menjual minyak terapi;Banjarsari;Cinderejo Kidul ;Lain-lain;-7.5554283;110.821329;;
Tatik Snack;Toko Snack;Banjarsari;Pasar Nusukan;Kuliner;-7.546844;110.8209718;;
Warung Aksesoris Bu Minuk;menjual aksesoris;Jebres;Pasar Tanggul;Lain-lain;-7.5717565;110.841183;;
Sosis Pina;membuat sosis ayam;Pasar Kliwon;Kampung Sewu;Kuliner;-7.5724154;110.8409943;;
Jual Areng;menjual bahan bakar arang;Banjarsari;Praon;Lain-lain;-7.547571777777770;110.81489769444400;;
Usaha Reklame;jas membuat reklame;Pasar Kliwon;Mojo;Desain;-7.5907714;110.8305815;;
Tahu Bacem Mbak Prapti;menjual  tahu bacem;Pasar Kliwon;Mojo;Kuliner;-7.5907714;110.8305815;;
Wedangan Pak Mantri;warung wedangan;Pasar Kliwon;Mojo;Kuliner;-7.5907919;110.8305398;;
Klinmax Laundry;jasa laundry;Pasar Kliwon;Mojo;Lain-lain;-7.5902956;110.8311202;;
Cuci Motor Singo Cell;jasa cuci motor;Pasar Kliwon;Mojo;Digital;-7.5903922;110.8309887;;
Toko Kelontong Pak Sutadi;warung kelontpng;Pasar Kliwon;Mojo;Lain-lain;-7.5905854;110.8312539;;
Penjahit Bu Surati;menjahit pakaian;Pasar Kliwon;Mojo;Fashion;-7.5905854;110.8312539;;
Mie Ayam Bakso Rahma;menjual mie ayam dan bakso;Pasar Kliwon;Mojo;Kuliner;-7.5906785;110.8309344;;
Susanto Snack;memjual aneka snak basah;Pasar Kliwon;Mojo;Kuliner;-7.5905848;110.8351843;;
Batik Pak Edi;menjual celana;Pasar Kliwon;Pasar Klewer Blok L.42;Fashion;-7.575141666666660;110.82601944444400;;
Mas Yusuf;Menjual pakaian;Pasar Kliwon;Pasar Klewer Blok L.;Fashion;-7.575141666666660;110.82601944444400;;
Usaha Lukis Kain Pak Aris;jasa lukis kain;Pasar Kliwon;Mojo;Fashion;-7.5900436;110.8294471;;
Usaha Lukis Kain Pak Tri;jasa lukis kain;Pasar Kliwon;Mojo;Fashion;-7.5902219;110.8291638;;
Warung Kelontong Bu Sri Suparmi;warung kelontong;Pasar Kliwon;Mojo;Lain-lain;-7.5904323;110.829041;;
Warung Soto Mas Agus;warung nasi soto;Pasar Kliwon;Mojo;Kuliner;-7.5903293;110.8288915;;
Mie Ayam Pw;menjual mie ayam disamping rumah;Pasar Kliwon;Mojo;Kuliner;-7.5902393;110.8289224;;
Toko Gas Bu Parini;warung kelontong;Pasar Kliwon;Mojo;Lain-lain;-7.5901817;110.8291421;;
Sosis Goreng Bu Suyati;membuat sosis goreng;Pasar Kliwon;Mojo;Kuliner;-7.5904463;110.8289936;;
Aneka Es Mbak Rahayu;menjual aneka minuman;Pasar Kliwon;Mojo;Kuliner;-7.5904463;110.8289936;;
Toko Mirah;menjual kebutuhan rumah tangga;Pasar Kliwon;Menangan Rt 07/Rw 01 Kelurahan Joyosuran Kecamatan Pasarkliwon Kota Surakarta ;Lain-lain;-7.5853879;110.8288624;;
Warung Kelontong Bu Sutarni;Menjual aneka bahan pokok kebutuhan sehari hari;Serengan ;Kratonan;Lain-lain;-7.5808703;110.8194801;;
Krupuk Rambak Bu Dwi;Menjual Rambak Kerupuk;Serengan ;Kratonan;Kuliner;-7.5809482;110.819771;;
Warung Kelontong Suwito;Menjual beras, mie goreng, mie rebus, gula, minyak, sabun cuci, sabun mandi ;Serengan ;Kratonan;Lain-lain;-7.5808785;110.8195819;;
Warung Metha;menjual minuman;Pasar Kliwon;Harjodipuran;Kuliner;-7.5848933;110.8264348;;
Warung Kelontong Atta;Menjual aneka kebutuhan pokok sehari hari;Serengan ;Kratonan;Lain-lain;-7.5806108;110.8195864;;
Warung Kelontong Mbak Ning;Menjual kebutuhan sehari-hari secara tradisional (beras, gula, mie, sabun, kecap);Serengan ;Kratonan;Lain-lain;-7.5812382;110.8186773;;
Warung Kelontong Bu Mar;Menjual barang - barang tradisional kebutuhan sehari-hari ;Serengan ;Kratonan;Lain-lain;-7.5809559;110.8190461;;
Roti Bakar Pak Parjoko;menjual roti bakar;Pasar Kliwon;Mojo;Kuliner;-7.590361;110.8292499;;
Toko Kelontong Bu Wiji;warung kelontong;Pasar Kliwon;Mojo;Lain-lain;-7.5900578;110.8321953;;
Lestari Rental Alat Alat Outdoor;persewaan alat outdoor;Banjarsari;Sumpingan;Lain-lain;-7.5370343;110.8118405;;
Angkringan Esghe;menjual nasi kucing, nasi sayur ,nasi oseng, sundukan,girengan dan minuman;Banjarsari;Cibderejo Kidul ;Kuliner;-7.5547519;110.8248076;;
Kantin Rs Triharsi;menjual nasi sayur komplit,gorengan,nasi soto minuman;Banjarsari;Margorejo Kulon;Kuliner;-7.5572113;110.8242953;;
Kios Sayur Bu Sri;kios sayur;Banjarsari;Pasar Nusukan;Lain-lain;-7.5468422;110.8209425;;
Toko Kelontong Bu Tumini;warung kelontong;Pasar Kliwon;Mojo;Lain-lain;-7.5917081;110.8282611;;
Toko Kelontong Bu Tuminem;warung kelontong;Pasar Kliwon;Mojo;Lain-lain;-7.5917418;110.828279;;
Bakso Satria;warung bakso;Pasar Kliwon;Mojo;Kuliner;-7.5872373;110.8305182;;
Warung Sayur Mbak Yuli;jualan sayur matang;Pasar Kliwon;Mojo;Lain-lain;-7.587353;110.8305509;;
Batik Sukiyadi;Menjual pakaian batik;Pasar Kliwon;Pasar Klewer Blok L.41;Fashion;-7.575141666666660;110.82601944444400;;
Pak Nonot;menjual makanan;Pasar Kliwon;Pasar Klwer Blok R.46;Kuliner;-7.575141666666660;110.82601944444400;;
Minuman Agus;menjual minuman;Pasar Kliwon;Pasar Klewer Blok C.8;Kuliner;-7.575141666666660;110.82601944444400;;
Tahu Bakso Bu Maryati;Menjual makanan;Pasar Kliwon;Pasar Klewer Blok G;Kuliner;-7.575141666666660;110.82601944444400;;
Roti Bu Maryati;menjual makanan;Pasar Kliwon;Pasar Klewer Blok G.10;Kuliner;-7.575141666666660;110.82601944444400;;
Mie Ayam Pak Min;menjual makanan;Pasar Kliwon;Pasar Klewer Blok R 22;Kuliner;-7.575141666666660;110.82601944444400;;
Wm Pak Di;menjual maknan;Pasar Kliwon;Pasar Klewer Blok G.1;Kuliner;-7.575141666666660;110.82601944444400;;
Wm Mbah Darmo;menjual makanan;Pasar Kliwon;Pasar Klewer Bok F.1;Kuliner;-7.575141666666660;110.82601944444400;;
Warung Makan Sarbani;Menjual makanan;Pasar Kliwon;Pasar Klewer R.47;Kuliner;-7.575141666666660;110.82601944444400;;
Bakso Pak Ran;menjual makanan;Pasar Kliwon;Pasar Klewer R.41;Kuliner;-7.575141666666660;110.82601944444400;;
Walidi;menjual l sembako;Pasar Kliwon;Pasar Klewer Blok J.7;Lain-lain;-7.575141666666660;110.82601944444400;;
Warung Makan Bu Yuli;Menjual makanan;Pasar Kliwon;Pasar Klewer Blok E.3;Kuliner;-7.575141666666660;110.82601944444400;;
Warung Milenium;Menjual makanan;Pasar Kliwon;"Koordinat: -7.575141666666667, 110.82601944444444
Alamat: Pasar Klewer, Jalan Dokter Rajiman Widiodiningrat, Surakarta, Kecamatan Pasar Kliwon, Jawa Tengah, 57133, Indonesia";Kuliner;-7.575141666666660;110.82601944444400;;
Warung Makan Mbak Bejo;Menjual makanan;Pasar Kliwon;Pasar Klewer Blok A 1;Kuliner;-7.5751888888888800;110.82611388888800;;
Warung Berkah;menhual makanan;Pasar Kliwon;Pasar Klewer Lt 4 Kuliner;Kuliner;-7.575316666666660;110.82617222222200;;
Es Dawet Mb Yanik;menjual minuman;Pasar Kliwon;Pasar Klewer Blok F 3;Kuliner;-7.575316666666660;110.82617222222200;;
Warung Mbak Juni;Menjual makanan;Pasar Kliwon;Pasar Klewer Blok G 3;Kuliner;-7.575483333333330;110.82655;;
Warung Makan Sederhana;menjual makanan;Pasar Kliwon;Pasar Kliwon Blok D;Kuliner;-7.575316666666660;110.82617222222200;;
Minuman Pak Yudhi;menjual minuman;Pasar Kliwon;Pasar Klewer Blok B 8;Kuliner;-7.575483333333330;110.82655;;
Bh Tari;menjual makanan;Pasar Kliwon;Pasar Klewer Blok G 2;Kuliner;-7.575483333333330;110.82655;;
Jual Sprei Bantal Guling;Menjual sprei, sarung bantal ,sarung guling;Jebres;Tegalharjo Rt.04 Rw.05, Tegalharjo, Jebres, Surakarta ;Lain-lain;-7.560629;110.8329127;;
Wedangan;Menjual berbagai macam makanan ringan, gorengan dan es ;Pasar Kliwon;Sangkrah Rt 06 Rw 10, Pasar Kliwon, Surakarta;Kuliner;-7.5783017;110.83934;;
Pengadaan Kebutuhan Cetak Pak Sugeng;Menjual Pengadaan Kebutuhan Cetak;Pasar Kliwon;Jalan Carangan;Lain-lain;-7.5813758;110.8293514;;
Gorengan Dan Nasi Bungkus Aini;Membuat Gorengan Dan Nasi Bungkus;Pasar Kliwon;Jalan Carangan;Kuliner;-7.5815284;110.8291132;;
Aneka Jajanan Gorengan Bu Nur;warung tela-tela;Pasar Kliwon;Mojo;Kuliner;-7.5897282;110.8300274;;
Kios Hp Zahra Celluller (Notoharjo);menjual hp di pasar;Pasar Kliwon;Mojo (Pasar Notoharjo);Digital;-7.5894;110.83441944444400;;
Warung Kelontong Mbk Asih;menjual barang kebutuhan harian;Banjarsari;Bibis Luhur Rt01 Rw22;Lain-lain;-7.5506217;110.834495;;
Iwan Cell;jual pulsa dan voucher internet;Jebres;Gendingan;Digital;-7.5643808;110.8579479;;
Jual Lampu Agung (Notoharjo);lampu;Pasar Kliwon;Pasar Notoharjo;Lain-lain;-7.589397222222220;110.83440833333300;;
Kios Hp Landung (Notoharjo);handphone;Pasar Kliwon;Mojo;Digital;-7.5894055555555500;110.83441944444400;;
Tambal Ban Pak Sukarno;jasa tambal dan jual ban bekas;Jebres;Gendingan;Lain-lain;-7.5646064;110.8580245;;
Kios Cd Sapto (Notoharjo);menjual CD di pasar;Pasar Kliwon;Mojo (Pasar Notoharjo);Lain-lain;-7.589391666666660;110.83441666666600;;
Es Mbak Janji;Menjual Minuman (Es) dan Makanan Ringan;Pasar Kliwon;Jalan Carangan;Kuliner;-7.5812476;110.8289246;;
Kios Sejuta Nada Cell (Notoharjo);menjual handphone di pasar;Pasar Kliwon;Mojo (Pasar Notoharjo);Digital;-7.5894;110.834425;;
Jual Hp Bekas Suroso (Notoharjo);menjual hp di pasar;Pasar Kliwon;Mojo (Pasar Notoharjo);Digital;-7.589475;110.83454444444400;;
Kios Bu Warsinah (Notoharjo);menjual alat perlengkapan rumah tangga di pasar;Pasar Kliwon;Mojo (Pasar Notoharjo);Lain-lain;-7.589408333333330;110.83461944444400;;
Servis Elektronik Andika (Notoharjo);jasa servis elektronik di pasar;Pasar Kliwon;Mojo (Pasar Notoharjo);Lain-lain;-7.589391666666660;110.8346;;
Jual Alat Penerangan Kuntadi (Notoharjo);menjual alat penerangan di pasar;Pasar Kliwon;Mojo (Pasar Notoharjo);Lain-lain;-7.589186111111110;110.83440833333300;;
Jual Alat Rumah Tangga Widji (Notoharjo);menjual alat rumah tangga di pasar;Pasar Kliwon;Mojo (Pasar Notoharjo);Lain-lain;-7.589258333333330;110.83428888888800;;
Jasa Servis Elektronik Kusyanto (Notoharjo);jasa servis elektronik di pasar;Pasar Kliwon;Mojo (Pasar Notoharjo);Lain-lain;-7.589402777777770;110.8346;;
Es Coklat Panjang Umur;MINUMAN ES COKLAT;Pasar Kliwon;Jl Mojo;Kuliner;-7.551377777777770;110.77638055555500;;
Toko Pojok Barokah;AQUA GALON, KOPI SACHET , GULA, TEH, PERMEN, SABUN, DETERGEN DLL;Pasar Kliwon;Jl Mojo;Lain-lain;-7.551375;110.7763638888880;;
Wedangan Cak Boy;MAKANAN NASI SAMBAL TERI, INDOMIE;Pasar Kliwon;Jl Mojo;Kuliner;-7.550980555555550;110.77646111111100;;
Kedai Minuman Dan Snakc;Kulakkan segala macam snack, minuman sachet, dsb;Pasar Kliwon;Sangkrah;Kuliner;-7.5765493;110.8428672;;
Toko Kelontong;menjual sembako;Laweyan;Pajang;Lain-lain;-7.5583721;110.7807748;;
Surakriya;Batik;Laweyan;Songgalan;Fashion;-7.5710869999999900;110.7882375;;
Fitria Cookies;Produksi Kue Kering;Laweyan;Jl Dlingo;Kuliner;-7.5617962;110.7878945;;
Kios Tempe Dan Pisang Bu Misnah (Lt2);Kios Tahu;Banjarsari;Pasar Nusukan;Lain-lain;-7.5473432;110.8215074;;
Wedangan Pak Cutik;membuat dan menjual menu wedangan;Banjarsari;Bibis Luhur Rt01 Rw22;Kuliner;-7.5496467;110.8347833;;
Kios Sembako Bu Darmi;Kios Sembako;Jebres;Pasar Sibela;Lain-lain;-7.5362339;110.8455537;;
Pramita Kuspudyqningsih;pakaian bekas;Pasar Kliwon;Kp Sewu;Fashion;-7.5718116;110.8453599;;
Kios Sayur Bu Wagiyem;Kios Sayuran;Jebres;Pasar Sibela;Lain-lain;-7.5362339;110.8455537;;
