Nama;Kegiatan;Kecamatan;Alamat;kategori;lat;lng;;
A.D Collection;menjual baju;Pasar Kliwon;Sawahan Sangkrah Rt 02 / Rw 10 ;Fashion;-7.5752593;110.835955;;
Kios Burung Pak Ratin;menjual burung peliharaan;Banjarsari;Pasar Depok;Lain-lain;-7.552537859902649;110.81070084154739;;
Karak, Rambak, Tape Ketan;menjual karak, rambak dan tape ketan;Pasar Kliwon;Ndadapan Sangkrah Rt 06 / Rw 13;Kuliner;-7.55248908640315;110.81053555489295;;
Kios Burung Pur;menjual burung peliharaan;Banjarsari;Pasar Depok;Lain-lain;-7.557098;110.8242472;;
Warung Mbak Tri;menjual aneka makanan dan minuman;Banjarsari;Pasar Depok;Kuliner;-7.5752578;110.8359408;;
Gunardi;menjual sembako;Pasar Kliwon;Iroranan;Lain-lain;-7.5798261;110.8411007;;
Agnes Rezkha Dyanthika Putri;menjual makanan hewan;Pasar Kliwon;Iroranan ;Kuliner;-7.552571838604191;110.81068477002646;;
Kios Burung Pak Bambang;menjual burung;Banjarsari;Pasar Depok;Lain-lain;-7.576494;110.8423884;;
Linanda Putri Pradibta;membuat pesanan nasi box;Pasar Kliwon;Kusumodilagan ;Kuliner;-7.552542868199568;110.81067735446369;;
Kios Burung Sugi;menjual aneka burng peliharaan;Banjarsari;Pasar Depok;Lain-lain;-7.552530560504069;110.8106827023923;;
Kios Burung Pak Jiyo;menjual burung peliharaan;Banjarsari;Pasar Depok;Lain-lain;-7.5896437;110.8282875;;
Jasa Menjahit Konveksi;ambil jahitan dari pengusaha konveksi, jahit kancing  jadi setor;Pasar Kliwon;Sawahan Sangkrah;Fashion;-7.5905889;110.828077;;
Kios Burung Bu Utami;menjual burung peliharaan;Banjarsari;Pasar Depok;Lain-lain;-7.552573573568777;110.81066489027897;;
Tara Kitchen;menjual aneka snack;Banjarsari;Jl.  Kalingga Iii ;Kuliner;-7.5909999;110.8270782;;
Warung Mbak Fitri;menjual gorengan, es teh, es sirup di rumah;Banjarsari;Sumber ;Kuliner;-7.552538692839788;110.81070434493337;;
Sound System New Krisnada;persewaan sound system dan hiburan;Banjarsari;Timuran;Seni Pertunjukan;-7.552510143776768;110.81056245503495;;
Kios Burung Suparno;menjual burung peliharaan;Banjarsari;Pasar Depok;Lain-lain;-7.5783038;110.840351;;
Warung Partiyah;menjual aneka makanan dan minuman;Banjarsari;Pasar Depok;Kuliner;-7.552503295138294;110.81054637944294;;
Kios Burung Pak Gito;menjual burung peliharaan;Banjarsari;Pasar Depok;Lain-lain;-7.5395826;110.8146511;;
Kios Burung Pak Doto;menjual burung peliharaan;Banjarsari;Pasar Depok;Lain-lain;-7.5496101;110.8055078;;
Kios Burung Pak Mardono;menjual burung peliharaan;Banjarsari;;Lain-lain;-7.5681091;110.8200026;;
Kios Burung Dahyati;menjual burung peliharaan;Banjarsari;Pasar Depok;Lain-lain;-7.552523613761621;110.81066269881119;;
Kesdai Makan;menyajikan makan dan minuman;Banjarsari;Timuran;Kuliner;-7.552544818649112;110.8107015742289;;
Kios Hewan Yetik;menjual hewan peliharaan;Banjarsari;Pasar Depok;Lain-lain;-7.5525490742569845;110.81069729421625;;
Kios Burung Bu Sri;menjual aneka burung peliharaan;Banjarsari;Pasar Depok;Lain-lain;-7.552514797992207;110.8106706830191;;
Pakan Burung Painem;menjual pakan burung;Banjarsari;Pasar Depok;Lain-lain;-7.552561909702967;110.8106928914389;;
Kios Burung Pak Heri;menjual burung peliharaan;Banjarsari;Pasar Depok;Lain-lain;-7.5525371249667215;110.81066390110881;;
Kios Burung Yusron;menjual burung peliharaan;Banjarsari;Pasar Depok;Lain-lain;-7.5677186;110.8196466;;
Kios Burung Pak Suprapto;menjual aneka burung peliharaan;Banjarsari;Pasar Depok;Lain-lain;-7.5525355187163346;110.81066088809214;;
Kios Burung Pak Samsul;menjual burung peliharaan;Banjarsari;Pasar Depok;Lain-lain;-7.552558957229018;110.81069201393971;;
Kios Burung Aa36;menjual burung peliharaan;Banjarsari;Pasar Depok;Lain-lain;-7.552577972618935;110.81069120081091;;
Kios Sangkar Burung Jaya;menjual sangkar burung;Banjarsari;Pasar Burung Depok;Lain-lain;-7.552547986364734;110.8106625301141;;
Kios Burung Hari;menjual burung;Banjarsari;Pasar Depok;Lain-lain;-7.552555691885431;110.81067710678;;
Salon El;jasa salon;Banjarsari;Mangkubumen Rt2 Rw1 Banjarsari Surakarta;Lain-lain;-7.5525049024423785;110.81053445696305;;
Kios Burung Agus;menjual burung peliharaan;Banjarsari;Pasar Depok;Lain-lain;-7.552558397253423;110.81066745703392;;
Kios Burung Pak Parno;menjual burung peliharaan;Banjarsari;Pasar Depok;Lain-lain;-7.552510961381463;110.81055235817402;;
Kios Rizky;menjual pupuk atau keperluan tanaman;Banjarsari;Mangkubumen Rt1 Rw7 Banjarsari Surakarta;Lain-lain;-7.552548337729238;110.81066993104959;;
Kios Burung Pak Jum;menjual burung peliharaan;Banjarsari;Pasar Depok;Lain-lain;-7.552549004155519;110.81066324088894;;
Kios Burung Pak Jarwo;menjual aneka burung;Banjarsari;Pasar Depok;Lain-lain;-7.5529107;110.8133151;;
Los Sayur Bu Suparmi;Sayuran;Banjarsari;Pasar Nusukan;Lain-lain;-7.552530552375403;110.81065813003005;;
Warung Sembako Bu Catur;menjuak aneka ragam sembako;Banjarsari;Mangkubumen Rt1 Rw1 Banjarsari Surakarta;Lain-lain;-7.552512908386433;110.810663026556;;
Kios Burung Pak Tri;menjual burung peliharaan;Banjarsari;Pasar Depok;Lain-lain;-7.558194;110.8142493;;
Warung Makan Bu Sri Luwih;menjual nasi sayur, gorengan, es the;Banjarsari;Mangkubumen Rt2 Rw1 Banjarsari Surakarta;Kuliner;-7.552525763628187;110.81066618191106;;
Ayam Bakar Mba Pungki;menjual ayam bakar, nila bakar, lele bakar;Banjarsari;Mangkubumen Rt1 Rw1 Banjarsari Surakarta;Kuliner;-7.5525178342331225;110.81065717602665;;
Warung Gado-Gado;menjual gado-gado dan lotek;Banjarsari;Mangkubumen Rt 1 Rw 1 Banjarsari Surakarta;Kuliner;-7.5468526;110.8209761;;
Tukang Gigi;jasa tambal gigi;Banjarsari;Mangkubumen Rt1 Rw1 Banjarsari Surakarta;Lain-lain;-7.553267;110.81369;;
Kios Burung;menjual aneka burung peliharaan;Banjarsari;Pasar Depok;Lain-lain;-7.552563496269294;110.81067512526009;;
Penjahit Sahabat;jasa jahit pakaian;Banjarsari;85799454241;Fashion;-7.5528506;110.8132864;;
Kios Burung Deni;menjual burung;Banjarsari;Kios Pasar Hewan Depok;Lain-lain;-7.552891;110.8132976;;
Kios Burung Aa96;menjual burung peliharaan;Banjarsari;Pasar Depok;Lain-lain;-7.5531812;110.8140087;;
Kios Hewan Kucing Dan Anjing;jualan kucing dan anjing;Banjarsari;Pasar Hewan Depok;Lain-lain;-7.5530951;110.8140658;;
Wedangan;menjual nasi sayur, kerupuk, aneka minuman;Pasar Kliwon;Timuran Rt1 Rw5 Banjarsari Surakarta;Kuliner;-7.552575637675086;110.81069167055622;;
Toko Seragam Sekolah;toko menjual seragam sekolah;Banjarsari;Jl Madura No 10;Fashion;-7.5533111;110.8148452;;
Batik Syifa Collection;membuat berbagai macam baju batik di rumah;Pasar Kliwon;Sangkrah;Fashion;-7.5525490290863795;110.81065126456024;;
Kios Burung B94-B95;jual burung dan pakan;Banjarsari;Kios Pasar Burung Depok;Lain-lain;-7.552505868666961;110.81054948163786;;
Jual Tempura,Nuget,Sosis;menyediakan tempura,nuget,sosis;Pasar Kliwon;Sangkrah;Kuliner;-7.5525526106648035;110.81065548185828;;
Kios Burung Lestari;jual burung;Banjarsari;Kios Burung Dan Ikan Hias Depok;Lain-lain;-7.5681675;110.821993;;
Mejahit;jasa menjahit baju dewasa di rumah;Pasar Kliwon;Sangkrah;Fashion;-7.5686343;110.8206486;;
Toko Kelontong Bu Nurul;menjual galon, makanan ringan, indomie, sabun cuci;Banjarsari;Timuran Rt6 Rw4 Banjarsari Surakarta;Lain-lain;-7.5791098;110.8408556;;
Kios Burung Aves;menjual burung peliharaan;Banjarsari;Pasar Depok;Lain-lain;-7.55254028657178;110.8106491832264;;
Potong Rambut Rahmat;jasa potong rambut;Banjarsari;Timuran Rt1 Rw 4 Banjarsari Surakarta;Lain-lain;-7.5761352;110.8362604;;
Pangkalan Gas Dia;menjual eceran gas 3 kg ;Jebres;Purwopuran ;Lain-lain;-7.5525428477451255;110.81065203184603;;
Warung Bu Lidia Sri Murni;Menjual sembako dan sayuran mentah;Jebres;Pucangsawit;Lain-lain;-7.5784863;110.8405482;;
Leter & Stempel Cipta Jaya;Jasa Pembuatan Stempel dan Leter;Pasar Kliwon;Jalan Carangan;Desain;-7.5679624;110.8176399;;
Jual Beli Barang Bekas Pak Edi;menjual berbagai barang bekas ;Jebres;Purwopuran ;Lain-lain;-7.5525062040840405;110.81054669415852;;
"Warung Gayeng Fadisa ""Mbak Ida""";Menjual Gado - Gado, Lotek, Bakmi Toprak, Bakmi Acar;Pasar Kliwon;Jalan Carangan;Kuliner;-7.567761;110.8176507;;
Helm Danda;membuat helm;Pasar Kliwon;Gajahan;Lain-lain;-7.5639272;110.8366609;;
Toko Iwan;Menjual Kebutuhan Rumah Tangga Sehari - Hari;Pasar Kliwon;Jalan Carangan;Lain-lain;-7.5714648;110.8522191;;
Las Pak Widodo;Las;Pasar Kliwon;Jalan Carangan ;Lain-lain;-7.5812853;110.8291551;;
Warung Makan Barokah;Warung makan menjual mie ayam, nasi goreng;Pasar Kliwon;Jalan Carangan;Kuliner;-7.5640436;110.8361718;;
Aneka Sulak Bu Sariyem;cari bahan, Bulu ayam, rotan, proses Ronce, siap pemasaran;Banjarsari;Tegalmulyo Rt 03/04;Kriya;-7.5811416;110.8291925;;
Warung Es Pak Dhe Penyol;olahan minuman ;Jebres;Kampung Joyoraharjan ;Kuliner;-7.5827367;110.8248418;;
Gas Lpg Sandra;menjual gas ;Laweyan;Panularan;Lain-lain;-7.5813428;110.8294486;;
Bowo Servis;Melayani jasa servis peralatan elektronika rumah tangga;Jebres;Pucangsawit;Lain-lain;-7.5812964;110.829945;;
Opik Laundry;Melayani jasa laundry;Jebres;Pucangsawit;Lain-lain;-7.5812527;110.8299643;;
Jual Beli Barang Bekas;Melayani jual beli barang bekas;Jebres;Pucangsawit;Lain-lain;-7.5438665;110.8383201;;
Lesehan Mas Bambang;Menjual masakan Jawa seperti lele bakar, nasi goreng, ayam goreng dan ayam bakar.;Pasar Kliwon;Jl. Cakra I No . 45 ;Kuliner;-7.5641213;110.8380786;;
Ud Wijaya;Melayani jual beli kertas bekas;Jebres;Pucangsawit;Lain-lain;-7.4956132;110.8066027;;
Warung Pak Yusuf;Menjual kebutuhan sembako dan kebutuhan harian lainnya;Jebres;Pucangsawit;Lain-lain;-7.5721417;110.8498274;;
Warung Makan Amanda;menjual makanan;Pasar Kliwon;Pasar Klewer Blok I 1;Kuliner;-7.5720851;110.8500752;;
Bakso Soto Pak Mulud;menjual makanan;Pasar Kliwon;Pasar Klewer Blok G 5;Kuliner;-7.5720832;110.850108;;
Lontong Yulis;makanan;Pasar Kliwon;Pasar Klewer Lt 4 Kuliner;Kuliner;-7.5726491;110.8252708;;
Warung Makan Mbak Risky;menjual nasi ayam ;Pasar Kliwon;Pasar Klewer Blok E 5;Kuliner;-7.5724361;110.8528733;;
Bakmi Capjay Bu Satinem Pasar Gading;menjual capjay dan bakmi;Pasar Kliwon;Gurawan;Kuliner;-7.5718232;110.8528259;;
Tela Tela Maria;menjual tela tela;Jebres;Pucangsawit;Lain-lain;-7.575483333333334;110.82655;;
Potong Rambut Supri;memotong rambut laki-laki di rumah;Banjarsari;Sumber Tapen ;Lain-lain;-7.575483333333334;110.82655;;
Catering Eko;membuat dan menjual membuat makanan siap saji ;Jebres;Purwopuran;Kuliner;-7.575483333333334;110.82655;;
Ayam Tahu Crispy;menjual ayam tahu crispy;Jebres;Pucangsawit;Kuliner;-7.575483333333334;110.82655;;
Ian Laundry;penatu pakaian di rumah.;Banjarsari;Sumber;Lain-lain;-7.583557611787306;110.82639127723452;;
Aneka Masakan Makanan Bu Gito;Membuat makanan dirumah;Pasar Kliwon;Mojo;Kuliner;-7.5670446;110.8560278;;
Penjahit Endriyani;Menerima jahitan pakaian dirumah;Pasar Kliwon;Mojo;Fashion;-7.550522;110.8104486;;
Nasi Mas Mahendra;Membuat aneka Snack dan nasi dirumah;Pasar Kliwon;Mojo;Kuliner;-7.5634182;110.8364791;;
Usaha Payet Maharani;menerima jasa payet;Pasar Kliwon;Mojo;Lain-lain;-7.5666281;110.8549729;;
Rias Maharani;Menerima Jasa Rias Manten;Pasar Kliwon;Mojo;Lain-lain;-7.5489345;110.8063884;;
Aneka Gorengan Bu Endang;Membuat gorengan dirumah;Pasar Kliwon;Mojo;Kuliner;-7.5909996;110.8282167;;
Usaha Penjahit Bu Endang;Menerima Jahitan Dirumah;Pasar Kliwon;Mojo;Fashion;-7.5909436;110.8282374;;
Wedangan Pak Plumpung;Menjual Makanan dan minuman wedangan;Pasar Kliwon;Mojo;Kuliner;-7.5906983;110.8283507;;
Mie Ayam Zuan;Menjual mie ayam dirumah ;Pasar Kliwon;Mojo;Kuliner;-7.5907529;110.8283417;;
Toko Kelontong Suharni;Menjual sembako, Snack, makanan, minuman dirumah;Pasar Kliwon;Mojo;Lain-lain;-7.590704;110.8283955;;
Warung Sayur Bu Maryati;menjual Sayuran dirumah;Pasar Kliwon;Mojo;Lain-lain;-7.5910467;110.8283016;;
Warung Sayur Bumbon Mbak Roro;Menjual Sayuran dirumah;Pasar Kliwon;Mojo;Lain-lain;-7.5909812;110.8282582;;
Laundry Lusi;Mencuci dan Menyetrika pakaian dirumah;Pasar Kliwon;Mojo;Lain-lain;-7.5919403;110.8278034;;
Usaha Lumut Mas Joko;Menjual Lumut dirumah ;Pasar Kliwon;Mojo;Lain-lain;-7.5918466;110.8276527;;
Toko Sembako Rezky Jaya;menjual sembako;Pasar Kliwon;Gajahan Rt 02 Rw 01;Lain-lain;-7.5919161;110.82777;;
Warung Makan Bu Rini;Menjual nasi sayur dirumah;Pasar Kliwon;Mojo;Kuliner;-7.591946;110.8278063;;
Warung Es Mbak Siti;Menjual minuman es;Pasar Kliwon;Mojo;Kuliner;-7.5919319;110.8278014;;
Usaha Sayur Bumbon Mas Danang;Menjual Sayur mayur dirumah;Pasar Kliwon;Mojo;Lain-lain;-7.5918131;110.8277026;;
Online Revil (Isi Ulang Parfum);Online revil ( bahan parfum );Serengan ;Danukusuman Rt 03 Rw 15;Lain-lain;-7.5874008;110.8328465;;
Konveksi Rr;Menerima Jahit Drease, Daster, Hem, ;Serengan ;Danukusuman Rt 03 Rw 14;Fashion;-7.5829265;110.8249494;;
Jasa Penjahit;Menerima Jasa Jahit Daster, Celana Kolor, Hem, Seragam Sekolah;Serengan ;Danukusuman Rt 02 Rw 15;Fashion;-7.5877837;110.8331014;;
Jasa Service Handphone;Menerima Jasa perbaikan Handphone;Serengan ;Danukusuman;Digital;-7.5877409;110.8329537;;
Nala Craft;Kerajinan;Laweyan;Perum Sub Inti Jajar;Kriya;-7.5877505;110.8329547;;
Produksi Sayuran Siap Saji;sayur dan lauk pauk;Jebres;Debegan;Kuliner;-7.5887797;110.8191449;;
Juan Fish;Menjual Ikan Hias dirumah;Banjarsari;Combong;Lain-lain;-7.590153;110.8206627;;
Lap Majun;Menyediakan dan menjual kain lap;Jebres;Pucangsawit;Lain-lain;-7.5897049;110.8198437;;
Kios Sudarsih;beras,gula pasir,sabun dll;Jebres;Gendingan;Lain-lain;-7.5889057;110.8219858;;
Wedangan Mas Edlyn;menjual nasi sayur dan aneka makanan;Jebres;Gulon;Kuliner;-7.5519782;110.7867474;;
Jualan Hik;hik;Jebres;Debegan;Lain-lain;-7.553502;110.8417179;;
Warung Hik;nasi bandeng dan es teh;Jebres;Debegan;Kuliner;-7.5419532;110.8134385;;
Wedangan Lestari;nasi bandeng, nasi oseng, mie instan rebus/goreng, sundukan, sosis, tahu bakso, perkedel, pisang poseng dan es teh, es jeruk, es kofimix;Banjarsari;Tegalmulyo ;Kuliner;-7.5717851;110.8507033;;
Nyomi Wasyati;menjual sayur mentah;Jebres;Pucangsawit;Lain-lain;-7.5614684;110.8515402;;
Kios Telur Puyuh Pak Sutriman (Lt2);Menjual Telur Puyuh;Banjarsari;Pasar Nusukan;Lain-lain;-7.5502876;110.8613561;;
Toko Jam Pak Taufiq (Lt1,16);Menjual Jam;Banjarsari;Pasar Nusukan Ini;Lain-lain;-7.5538933;110.84235;;
Mix Tea (Lt1);Menjual Minuman;Banjarsari;Pasar Nusukan;Kuliner;-7.5535016;110.841711;;
Warung Makan Dewiyul;Menjual Makanan Sayur;Jebres;Jalan Tentara Benih Pelajar No.;Kuliner;-7.547557;110.8368548;;
Bengkel Supriyatno;bengkel mobil;Jebres;Pucangsawit;Lain-lain;-7.5672789;110.8532305;;
Jualan Nasi Bungkus;nasi bungkus;Jebres;Debegan;Kuliner;-7.5471174;110.8216206;;
Kios Snack Bu Suyati Bu Suyati Pasar Gading;roti tawar,brownis,bolu kukus,lemper;Pasar Kliwon;Gurawan ;Kuliner;-7.5470277;110.8209558;;
Jahit Baju Anak Cewek;melayani jasa jahit pakaian anak cewek;Banjarsari;Bibis Baru;Fashion;-7.5468631;110.8209665;;
Snacks Handayani;catering;Jebres;Debegan ;Kuliner;-7.5529694166666665;110.8326506388889;;
Ayam Geprek Kota;menjual ayam geprek;Laweyan;Pajangan;Kuliner;-7.5711537;110.8507287;;
Intip Bu Sumini;menjual intip;Laweyan;Pajangan;Kuliner;-7.5538983;110.840965;;
3 Konveksi;menjahit pakaian anak dan dewasa;Laweyan;Pajangan;Fashion;-7.583584390726006;110.82635861921248;;
Kios Pakaian Ibu Sri Wuryanti (Lt2);Menjual Pakaian;Banjarsari;Pasar Nusukan;Fashion;-7.5514783;110.8343178;;
Air Amanah Pak Suyanto;air minum galon, air minum botol;Banjarsari;Sumber Krajan;Lain-lain;-7.5515904;110.8409405;;
Kios Bahan Es Bu Pariyem (Lt2,52);Menjual Bahan Es Buah;Banjarsari;Pasar Nusukan;Lain-lain;-7.5634021;110.7846619;;
Lotek Dan Gado-Gado Amanah;menjual lotek dan gado gado;Serengan ;Griyan;Kuliner;-7.5631459;110.7839535;;
Kain Perca;beli  limbah kain. di pilih, dipilah, jual konsumen;Pasar Kliwon;Sangkrah;Fashion;-7.5631459;110.7839535;;
Lebys Juice;menjual aneka jus;Serengan ;Griyan;Kuliner;-7.5472235;110.8216392;;
Peyek Mangar;memproduksi peyek;Serengan ;Griyan;Kuliner;-7.5456182;110.8096048;;
Toko Vera;menjual aneka makanan dan minuman;Serengan ;Griyan;Kuliner;-7.5473306;110.8216172;;
Penjahit Jas Nasional;terima pesanan jahitan jas, beli bahan kain, ukur pola potong, jahit dst.;Pasar Kliwon;Sangkrah;Fashion;-7.562561;110.7877569;;
Gorengan Bunder;tahu, tempe, bakwan;Banjarsari;Bibis Baru;Kuliner;-7.5790558;110.8417958;;
Nita Loundry;jasa laundry;Serengan ;Griyan;Lain-lain;-7.5618406;110.7877604;;
Boba Mocktail;es boba;Pasar Kliwon;Panularan;Kuliner;-7.5618141;110.7878044;;
Kios Daging Sapi Bu Muslikah (Lt2);Menjual Daging Sapi;Banjarsari;Pasar Nusukan;Lain-lain;-7.5618118;110.7878048;;
Kios Daging Sapi Bu Mila (Lt2,91);Menjual Daging Sapi;Banjarsari;Pasar Nusukan;Lain-lain;-7.57678;110.8411183;;
Kios Tenongan Bu Iin (Lt2,80);menjual beraneka makanan dan snack basah;Banjarsari;Pasar Nusukan;Lain-lain;-7.5528288;110.8360456;;
Los Sayur Bu Siti Lestari (Lt2);Menjual Sayuran;Banjarsari;Pasar Nusukan;Lain-lain;-7.5618316;110.7874497;;
Los Sayur Bu Painah (Lt2);Menjual sayur;Banjarsari;Pasar Nusukan;Lain-lain;-7.5751911;110.8263938;;
Warung Makan Pojok Kita (Lt2,46);Warung makan;Banjarsari;Pasar Nusukan;Kuliner;-7.54635;110.8212071;;
Es Coklat Lokeswara;menjual es coklat;Serengan ;Griyan;Kuliner;-7.5463506;110.8212001;;
Kios Sembako Bu Sunarti (Lt1,165);Toko Kelontong;Banjarsari;Pasar Nusukan;Lain-lain;-7.5465323;110.8211204;;
Toko Sembako Bu Dameria (Lt1,128);Toko Kelontong;Banjarsari;Pasar Nusukan;Lain-lain;-7.5464584;110.8212537;;
Kios Ikan Laut Ibu Sawiyem;Menjual ikan laut;Banjarsari;Pasar Nusukan;Lain-lain;-7.5463766;110.8213069;;
Warung Makan Bu Dwi (Lt2,34);warung makan;Banjarsari;Pasar Nusukan;Kuliner;-7.5472113;110.8210465;;
Warung Mie Ayam Bu Sutiyem (Lt2,53);warung mie ayam;Banjarsari;Pasar Nusukan;Kuliner;-7.561888726632028;110.78877502015625;;
Warung Makan Bu Minten (Lt3,36);warung makan;Banjarsari;Pasar Nusukan;Kuliner;-7.5467155;110.821493;;
Tjah Kreatif;Memproduksi dan menjual baju;Jebres;"Jl.Dempo Dalam Ii No.029
Rt.01 Rw.13";Fashion;-7.5468501;110.820951;;
Rumah Jajan Muia;Membuat Kue Pizza dan aneka jajanan;Jebres;Debegan Rt 05 Rw 02 Mojosongo;Kuliner;-7.5472829;110.8215797;;
Toko Rejeki;Menjual pakaian anak;Jebres;Mojosongo Rt 004 Rw 008 Jebres Surakarta;Fashion;-7.5471999;110.8210352;;
Rumah Soteria Solo;menjual minuman dan manisan;Jebres;Jln Mertokusuman 783 Gandekan Jebres;Kuliner;-7.547162;110.8210593;;
D Imperio;Membuat Pakaian;Jebres;Pucangsawit Rt 003 Rw 005 Surakarta;Fashion;-7.5471823;110.8210233;;
Warung Makan Bu Endang;menjual makanan dan minuman;Banjarsari;Pasar Depok;Kuliner;-7.536729911981703;110.83487645428583;;
Klontong Mama Dewi;menjual aneka kebutuhan pokok rumah tangga;Laweyan;Pajangan;Lain-lain;-7.55093018002114;110.841463585507;;
Ladiva Laundry;jasa laundry;Laweyan;Pajangan;Lain-lain;-7.5512435853612025;110.85174367565347;;
Butik By An;membuat gaun dan jas;Laweyan;Pajangan;Fashion;-7.568779706237568;110.83754221386819;;
Penjahit Pak Ngateno;jasa pembuatan baju dan jahit baju;Laweyan;Pajangan;Fashion;-7.570178463642142;110.84718765819801;;
Toko Bu Harni;menjual aneka kebutuhan pokok rumah tangga;Laweyan;Pajangan;Lain-lain;-7.552662755994931;110.81071159263271;;
Toko Galih;menjual aneka kebutuhan pokok rumah tangga;Laweyan;Pajangan;Lain-lain;-7.5630299;110.7857659;;
Klontong Bu Budi;menjual kebutuhan pokok rumsh tangga;Laweyan;Pajangan;Lain-lain;-7.5628578;110.7857468;;
Loundry Sari;jasa laundry;Laweyan;Pajangan;Lain-lain;-7.5632057031071405;110.78575467504443;;
Sol Sepatu Pak Sugeng;Menyediakan Jasa Sol Sepatu;Banjarsari;Distrikan;Lain-lain;-7.563210002128529;110.78576146090354;;
Servis Jual Beli Spiker/Elektro;jual beli spiker,elektronik& service;Banjarsari;Bibis Wetan;Lain-lain;-7.56317010896862;110.78552306923521;;
Kedai Aa;Menjual Makanan;Banjarsari;Distrikan;Kuliner;-7.563172758217053;110.78497733684371;;
S3I Kitchen;Catering nasi box dan snack;Banjarsari;Mangkubumen Rt.02/02;Kuliner;-7.5629418;110.784728;;
Lontong Opordan Peyek Kacang Bu Minil;menjual lontong opor dan peyek kacang;Banjarsari;Bibis Wetan ;Kuliner;-7.5632158;110.7850765;;
Toko Ikan Hias Ms Fish;Menjual aneka ikan hias air tawar;Jebres;Pucangsawit;Lain-lain;-7.548943055555555;110.82128141666666;;
Karak Mbak Mar;Membuat Karak;Banjarsari;Srambatan Rt.01/01 Punggawan;Kuliner;-7.5541462;110.8367538;;
Warung Kelontong Marsum;menjual kopi sachet, sabun mandi, gas elpiji dll;Banjarsari;Margorejo;Lain-lain;-7.547736166666667;110.81962583333333;;
Toko Gas Estiga;menjual gas;Pasar Kliwon;Menangan;Lain-lain;-7.5550393;110.8167315;;
Sari Rajutan;Rajut;Jebres;Malabar Utara 1 N0 9 Rt 1 Rw 15 Jebres Mojosongo Surakarta;Fashion;-7.55559;110.8355017;;
Batagor Neng Putri;Makanan Somay;Laweyan;Jl Dr Rajiman No 456 Bumi Laweyan Solo;Kuliner;-7.5686035;110.8502957;;
Syuukaa Snack Nusantara;keripik peyek;Banjarsari;Bayan;Kuliner;-7.5578358;110.8189836;;
Flos Collection;Pakaian dan aksesoris;Laweyan;Panularan;Fashion;-7.5562396;110.8280215;;
Dimsum Radjiman;Rumah Makan Dimsum;Serengan ;Jl. Dr. Radjiman No. 428;Kuliner;-7.5851959;110.8280859;;
Jamu Lestari;Jamu Tradisional;Jebres;Tegal Kembang;Kuliner;-7.536955223703384;110.83922510559783;;
Mainan Bu Lestari;Mainan Anak;Serengan ;Teposanan;Lain-lain;-7.570762080876469;110.80106002030612;;
Gas Pak Hengky Gurawan;menjual gas;Pasar Kliwon;Gurawan;Lain-lain;-7.5348695;110.8225094;;
Mucharum;JASA JAHIT PAKAIAN;Banjarsari;"Pringgading
Setabelan";Fashion;-7.573212399999999;110.8098436;;
Batik Mayang Sari;Perdagangan Pakaian Batik;Laweyan;Jl. Wahyu Tumurun;Fashion;-7.5708411;110.8008538;;
Warung Kelontong Bu Sri Lestari;MENJUAL ROKOK, SABUN CUCI, SABUN MANDI, TEH, GULA PASIR. BERAS, DLL;Banjarsari;"Pringgading 
Setabelan";Lain-lain;-7.5710869999999995;110.7882375;;
Es Fiska;MENJUAL BAKMI GORENG CAPJAY ,MIE INSTAN REBUS,/GORENG,GORENGANDAN ,ES SACHETAN;Banjarsari;"Pringgading 
Setabelan";Kuliner;-7.5679491;110.8128237;;
Khoir Snack;Katering;Laweyan;Mutihan;Kuliner;-7.5830245;110.8270997;;
Soto Pak Wardi;menjual makanan dan minuman ;Jebres;Debegan Rt 003/001;Kuliner;-7.5656644;110.8251382;;
Suranti;menjual aneka buah;Pasar Kliwon;Lojiwetan;Lain-lain;-7.5680494;110.7985166;;
Mayang Collection;"Beli kain kiloan di ngringo, colomadu atau PGS, membuat pola Dan menjahit sendiri. Dijual di titip teman"" atau kalau ada pesanan";Jebres;Rinjani Utara No 37 Rt 02 Rw 19 Mojosongo Jebres Surakarta ;Fashion;-7.5657773;110.8250866;;
Sablon Nation.Id.;Promo via online, sistem pre order. Setelah deal masuk proses produksi. Barang ready kirim via paket/cod;Pasar Kliwon;Sawahan Sangkrah;Fashion;-7.564953;110.8264061;;
Warung Roti Minuk;menjual aneka roti;Banjarsari;Kios Terminal Tirtonadi;Kuliner;-7.565989500000001;110.78930919999999;;
"Gorengan "" Mb Tesy""";belanja bahan, siap goreng, pemasaran;Jebres;Tegalarum Rt;Kuliner;-7.553666;110.8376969;;
"Bengkel Las ""Wahyu Mandiri";tunggu order, cari bahan, siap proses, siap anter pesenan;Jebres;Tegalarum ;Lain-lain;-7.5728321;110.8298539;;
"Bengkel Las ""Pak Bowo """;tunggu orderan, cari bahan, proses pembuatan, siap kirim;Jebres;Tegalarum Rt 01/31;Lain-lain;-7.5374518;110.8406876;;
Loundre Anggita;ambil cucian, proses laundry, siap antar;Jebres;Tegalarum;Lain-lain;-7.5781424;110.8408326;;
Warung Mb Yustin;belanja ke pasar, siap pemasaran;Jebres;Tegalarum;Lain-lain;-7.551782701747304;110.81857362800359;;
"Penjahit '""Mb Tini """;ambil bahan, proses jahit, siap kembalikan;Jebres;Tegalarum ;Fashion;-7.5438351;110.838399;;
